"ID","gameId","Score.Diff","RedCard.Diff","WinBet","DrawBet","Weighted.Win.Prob","HomeAway","minutes.spent","Goals","Fouls","Corners","RedCards","Shots","Saves"
"1","252449",0,0,1.87,3.5,0.29779253364422,"Home",58,1,6,3,0,12,0
"1","252449",0,0,4.22,3.5,-0.29779253364422,"Away",58,0,10,2,0,2,4
"1","252449",1,0,1.87,3.5,0.29779253364422,"Home",10,1,0,1,0,3,0
"1","252449",-1,0,4.22,3.5,-0.29779253364422,"Away",10,0,3,0,0,0,1
"1","252449",2,-1,1.87,3.5,0.29779253364422,"Home",12,0,3,0,0,1,2
"1","252449",2,0,1.87,3.5,0.29779253364422,"Home",10,0,3,0,0,1,0
"1","252449",-2,1,4.22,3.5,-0.29779253364422,"Away",12,0,1,1,1,2,0
"1","252449",-2,0,4.22,3.5,-0.29779253364422,"Away",10,0,4,1,0,4,0
"2","252450",0,0,1.98,3.35,0.245310245310245,"Home",57,1,9,4,0,6,1
"2","252450",0,0,3.85,3.35,-0.245310245310245,"Away",57,0,5,4,0,10,1
"2","252450",1,0,1.98,3.35,0.245310245310245,"Home",33,0,10,0,0,3,2
"2","252450",-1,0,3.85,3.35,-0.245310245310245,"Away",33,1,4,0,0,9,1
"3","252451",0,0,2.33,3.36,0.0958512160228899,"Home",30,1,5,2,0,7,2
"3","252451",0,0,3,3.36,-0.0958512160228899,"Away",30,1,5,4,0,5,1
"3","252451",-1,0,2.33,3.36,0.0958512160228899,"Home",56,1,11,2,0,6,1
"3","252451",1,0,2.33,3.36,0.0958512160228899,"Home",4,0,0,0,0,0,0
"3","252451",1,0,3,3.36,-0.0958512160228899,"Away",56,0,10,1,0,7,2
"3","252451",-1,0,3,3.36,-0.0958512160228899,"Away",4,1,0,0,0,1,0
"4","252451",0,0,1.87,3.5,0.29779253364422,"Home",30,1,5,2,0,7,2
"4","252451",0,0,4.22,3.5,-0.29779253364422,"Away",30,1,5,4,0,5,1
"4","252451",-1,0,1.87,3.5,0.29779253364422,"Home",56,1,11,2,0,6,1
"4","252451",1,0,1.87,3.5,0.29779253364422,"Home",4,0,0,0,0,0,0
"4","252451",1,0,4.22,3.5,-0.29779253364422,"Away",56,0,10,1,0,7,2
"4","252451",-1,0,4.22,3.5,-0.29779253364422,"Away",4,1,0,0,0,1,0
"5","252452",0,0,2.24,3.39,0.127957233848954,"Home",40,0,9,11,0,10,0
"5","252452",0,0,3.14,3.39,-0.127957233848954,"Away",40,1,5,1,0,3,1
"5","252452",-1,0,2.24,3.39,0.127957233848954,"Home",50,0,7,4,0,15,0
"5","252452",1,0,3.14,3.39,-0.127957233848954,"Away",50,0,7,1,0,6,3
"6","252453",0,0,1.42,4.35,0.574017018779343,"Home",15,1,3,1,0,4,0
"6","252453",0,0,7.68,4.35,-0.574017018779343,"Away",15,0,2,0,0,0,0
"6","252453",1,0,1.42,4.35,0.574017018779343,"Home",37,2,8,3,0,4,1
"6","252453",-1,0,7.68,4.35,-0.574017018779343,"Away",37,0,11,1,0,5,1
"6","252453",2,0,1.42,4.35,0.574017018779343,"Home",38,0,7,2,0,10,0
"6","252453",-2,0,7.68,4.35,-0.574017018779343,"Away",38,1,5,2,0,2,2
"7","252454",0,0,1.99,3.4,0.23726057342415,"Home",29,0,5,5,0,6,2
"7","252454",0,0,3.77,3.4,-0.23726057342415,"Away",29,1,7,1,0,4,2
"7","252454",-1,0,1.99,3.4,0.23726057342415,"Home",61,0,11,6,0,13,0
"7","252454",1,0,3.77,3.4,-0.23726057342415,"Away",61,0,10,5,0,3,1
"8","252455",0,0,2.3,3.28,0.114269788182832,"Home",73,1,18,2,0,13,3
"8","252455",0,0,3.12,3.28,-0.114269788182832,"Away",73,0,16,3,0,7,4
"8","252455",1,0,2.3,3.28,0.114269788182832,"Home",19,0,8,0,0,0,0
"8","252455",-1,0,3.12,3.28,-0.114269788182832,"Away",19,1,4,0,0,2,0
"9","252456",0,0,1.94,3.55,0.253683812813731,"Home",30,1,8,1,0,6,0
"9","252456",0,0,3.82,3.55,-0.253683812813731,"Away",30,1,6,0,0,2,1
"9","252456",-1,0,1.94,3.55,0.253683812813731,"Home",26,0,3,4,0,7,1
"9","252456",1,0,1.94,3.55,0.253683812813731,"Home",24,1,5,2,0,4,2
"9","252456",1,0,3.82,3.55,-0.253683812813731,"Away",26,0,8,0,0,3,0
"9","252456",-1,0,3.82,3.55,-0.253683812813731,"Away",24,1,4,1,0,5,0
"9","252456",2,0,1.94,3.55,0.253683812813731,"Home",10,0,1,1,0,1,0
"9","252456",-2,0,3.82,3.55,-0.253683812813731,"Away",10,1,3,0,0,2,0
"10","252457",0,0,1.39,4.45,0.603010025041666,"Home",17,1,2,1,0,3,0
"10","252457",0,0,8.59,4.45,-0.603010025041666,"Away",17,0,3,0,0,0,1
"10","252457",1,0,1.39,4.45,0.603010025041666,"Home",21,2,7,0,0,2,1
"10","252457",-1,0,8.59,4.45,-0.603010025041666,"Away",21,0,4,0,0,2,0
"10","252457",2,0,1.39,4.45,0.603010025041666,"Home",52,0,9,4,0,8,1
"10","252457",-2,0,8.59,4.45,-0.603010025041666,"Away",52,1,10,5,0,7,0
"11","252458",0,0,1.35,4.57,0.637647957235586,"Home",65,1,10,7,0,19,2
"11","252458",0,0,9.7,4.57,-0.637647957235586,"Away",65,1,9,2,0,11,6
"11","252458",-1,0,1.35,4.57,0.637647957235586,"Home",22,1,0,4,0,13,0
"11","252458",1,0,1.35,4.57,0.637647957235586,"Home",3,1,0,0,0,2,0
"11","252458",1,0,9.7,4.57,-0.637647957235586,"Away",22,0,3,0,0,1,4
"11","252458",-1,0,9.7,4.57,-0.637647957235586,"Away",3,0,2,0,0,0,0
"11","252458",2,0,1.35,4.57,0.637647957235586,"Home",0,0,0,0,0,0,0
"11","252458",-2,0,9.7,4.57,-0.637647957235586,"Away",0,0,0,0,0,0,0
"12","252459",0,0,6.03,3.87,-0.471105195888921,"Home",32,0,5,0,0,1,0
"12","252459",0,0,1.57,3.87,0.471105195888921,"Away",32,1,5,2,0,2,1
"12","252459",-1,0,6.03,3.87,-0.471105195888921,"Home",16,0,5,0,0,2,0
"12","252459",-1,1,6.03,3.87,-0.471105195888921,"Home",12,0,3,0,1,0,2
"12","252459",1,0,1.57,3.87,0.471105195888921,"Away",16,0,3,0,0,1,0
"12","252459",1,-1,1.57,3.87,0.471105195888921,"Away",12,1,0,1,0,5,0
"12","252459",-2,1,6.03,3.87,-0.471105195888921,"Home",30,0,3,0,0,0,0
"12","252459",2,-1,1.57,3.87,0.471105195888921,"Away",30,1,5,2,0,5,0
"12","252459",-3,1,6.03,3.87,-0.471105195888921,"Home",0,0,0,0,0,0,0
"12","252459",3,-1,1.57,3.87,0.471105195888921,"Away",0,0,0,0,0,0,0
"13","252460",0,0,1.6,3.69,0.461065573770492,"Home",28,1,3,4,0,5,0
"13","252460",0,0,6.1,3.69,-0.461065573770492,"Away",28,0,2,1,0,2,0
"13","252460",1,0,1.6,3.69,0.461065573770492,"Home",62,0,15,1,0,5,4
"13","252460",-1,0,6.1,3.69,-0.461065573770492,"Away",62,0,11,3,0,9,2
"14","252461",0,0,1.96,3.35,0.24635183888859,"Home",49,0,8,4,0,11,1
"14","252461",0,0,3.79,3.35,-0.24635183888859,"Away",49,1,7,3,0,10,1
"14","252461",-1,0,1.96,3.35,0.24635183888859,"Home",41,1,3,6,0,12,2
"14","252461",1,0,3.79,3.35,-0.24635183888859,"Away",41,0,8,2,0,5,4
"15","252462",0,0,1.6,3.76,0.442184643510055,"Home",40,1,5,1,0,7,1
"15","252462",0,0,5.47,3.76,-0.442184643510055,"Away",40,1,8,1,0,5,2
"15","252462",-1,0,1.6,3.76,0.442184643510055,"Home",15,1,2,1,0,5,0
"15","252462",1,0,1.6,3.76,0.442184643510055,"Home",17,1,4,0,0,1,2
"15","252462",1,0,5.47,3.76,-0.442184643510055,"Away",15,1,5,0,0,2,1
"15","252462",-1,0,5.47,3.76,-0.442184643510055,"Away",17,0,3,0,0,4,0
"15","252462",-2,0,1.6,3.76,0.442184643510055,"Home",8,1,2,0,0,1,0
"15","252462",2,0,1.6,3.76,0.442184643510055,"Home",10,0,2,0,0,5,0
"15","252462",2,0,5.47,3.76,-0.442184643510055,"Away",8,0,1,1,0,1,0
"15","252462",-2,0,5.47,3.76,-0.442184643510055,"Away",10,0,3,1,0,1,0
"16","252463",0,0,3.79,3.32,-0.231197262206432,"Home",70,0,18,1,0,6,4
"16","252463",0,0,2.02,3.32,0.231197262206432,"Away",70,2,12,7,0,16,3
"16","252463",-1,0,3.79,3.32,-0.231197262206432,"Home",23,1,2,2,0,3,3
"16","252463",1,0,2.02,3.32,0.231197262206432,"Away",23,0,1,2,0,9,0
"17","252464",0,0,3.71,3.38,-0.235508726074764,"Home",31,1,6,6,0,5,3
"17","252464",0,0,1.98,3.38,0.235508726074764,"Away",31,1,4,0,0,9,0
"17","252464",-1,0,3.71,3.38,-0.235508726074764,"Home",26,1,3,7,0,10,0
"17","252464",1,0,3.71,3.38,-0.235508726074764,"Home",33,0,6,0,0,2,1
"17","252464",1,0,1.98,3.38,0.235508726074764,"Away",26,0,7,0,0,2,1
"17","252464",-1,0,1.98,3.38,0.235508726074764,"Away",33,0,7,4,0,11,1
"18","252465",0,0,1.38,4.51,0.609430307887531,"Home",12,1,4,1,0,3,0
"18","252465",0,0,8.68,4.51,-0.609430307887531,"Away",12,0,2,1,0,0,1
"18","252465",1,0,1.38,4.51,0.609430307887531,"Home",39,1,8,5,0,6,1
"18","252465",-1,0,8.68,4.51,-0.609430307887531,"Away",39,0,6,0,0,3,1
"18","252465",2,0,1.38,4.51,0.609430307887531,"Home",2,1,0,0,0,2,0
"18","252465",-2,0,8.68,4.51,-0.609430307887531,"Away",2,0,0,0,0,0,1
"18","252465",3,0,1.38,4.51,0.609430307887531,"Home",21,1,3,3,0,6,0
"18","252465",-3,0,8.68,4.51,-0.609430307887531,"Away",21,0,5,0,0,3,1
"18","252465",4,0,1.38,4.51,0.609430307887531,"Home",14,0,2,2,0,2,1
"18","252465",-4,0,8.68,4.51,-0.609430307887531,"Away",14,1,1,0,0,3,0
"19","252466",0,0,1.71,3.49,0.394681253196362,"Home",79,1,19,2,0,13,4
"19","252466",0,0,5.26,3.49,-0.394681253196362,"Away",79,1,26,2,0,9,0
"19","252466",-1,0,1.71,3.49,0.394681253196362,"Home",11,1,2,1,0,2,1
"19","252466",1,0,1.71,3.49,0.394681253196362,"Home",0,0,0,0,0,0,0
"19","252466",1,0,5.26,3.49,-0.394681253196362,"Away",11,0,2,2,0,3,0
"19","252466",-1,0,5.26,3.49,-0.394681253196362,"Away",0,0,0,0,0,1,0
"20","252467",0,0,1.88,3.39,0.300968011399931,"Home",9,1,1,1,0,2,2
"20","252467",0,0,4.33,3.39,-0.300968011399931,"Away",9,0,3,0,0,2,0
"20","252467",1,-1,1.88,3.39,0.300968011399931,"Home",0,0,0,0,0,0,0
"20","252467",1,0,1.88,3.39,0.300968011399931,"Home",66,1,10,1,0,5,2
"20","252467",-1,1,4.33,3.39,-0.300968011399931,"Away",0,0,0,0,1,0,0
"20","252467",-1,0,4.33,3.39,-0.300968011399931,"Away",66,0,11,4,0,11,0
"20","252467",2,0,1.88,3.39,0.300968011399931,"Home",15,0,3,0,0,0,1
"20","252467",-2,0,4.33,3.39,-0.300968011399931,"Away",15,1,3,0,0,2,0
"21","252468",0,0,1.68,3.81,0.39032006245121,"Home",70,1,13,6,0,10,1
"21","252468",0,0,4.88,3.81,-0.39032006245121,"Away",70,2,11,2,0,14,4
"21","252468",-1,0,1.68,3.81,0.39032006245121,"Home",5,1,0,1,0,3,0
"21","252468",1,0,1.68,3.81,0.39032006245121,"Home",15,0,5,1,0,1,0
"21","252468",1,0,4.88,3.81,-0.39032006245121,"Away",5,0,2,0,0,0,1
"21","252468",-1,0,4.88,3.81,-0.39032006245121,"Away",15,1,1,0,0,2,0
"22","252469",0,0,2.17,3.38,0.140316672574737,"Home",90,0,10,3,0,6,3
"22","252469",0,0,3.12,3.38,-0.140316672574737,"Away",90,0,8,8,0,13,1
"23","252470",0,0,2.08,3.35,0.195054945054945,"Home",31,1,5,4,0,11,2
"23","252470",0,0,3.5,3.35,-0.195054945054945,"Away",31,0,9,2,0,3,3
"23","252470",1,0,2.08,3.35,0.195054945054945,"Home",59,0,12,7,0,12,0
"23","252470",-1,0,3.5,3.35,-0.195054945054945,"Away",59,0,17,0,0,4,6
"24","252471",0,0,2.52,3.3,0.0318618931757618,"Home",25,0,5,1,0,1,1
"24","252471",0,0,2.74,3.3,-0.0318618931757618,"Away",25,1,3,4,0,5,0
"24","252471",-1,0,2.52,3.3,0.0318618931757618,"Home",24,0,3,6,0,8,1
"24","252471",1,0,2.74,3.3,-0.0318618931757618,"Away",24,1,6,1,0,3,3
"24","252471",-2,0,2.52,3.3,0.0318618931757618,"Home",30,1,5,2,0,11,0
"24","252471",2,0,2.74,3.3,-0.0318618931757618,"Away",30,1,7,1,0,3,2
"24","252471",-3,0,2.52,3.3,0.0318618931757618,"Home",11,1,1,3,0,3,0
"24","252471",3,0,2.74,3.3,-0.0318618931757618,"Away",11,0,3,1,0,1,0
"25","252472",0,0,3.42,3.35,-0.174892058807455,"Home",90,0,12,8,0,13,5
"25","252472",0,0,2.14,3.35,0.174892058807455,"Away",90,0,14,2,0,13,2
"26","252473",0,0,6.03,3.79,-0.467073913134748,"Home",86,0,17,3,0,8,4
"26","252473",0,0,1.58,3.79,0.467073913134748,"Away",86,1,16,6,0,16,2
"26","252473",-1,0,6.03,3.79,-0.467073913134748,"Home",8,0,3,0,0,0,0
"26","252473",1,0,1.58,3.79,0.467073913134748,"Away",8,0,0,1,0,0,0
"27","252474",0,0,1.47,4.16,0.538226654298083,"Home",15,1,2,2,0,2,0
"27","252474",0,0,7.04,4.16,-0.538226654298083,"Away",15,0,1,1,0,1,0
"27","252474",1,0,1.47,4.16,0.538226654298083,"Home",18,1,3,3,0,3,1
"27","252474",-1,0,7.04,4.16,-0.538226654298083,"Away",18,0,3,2,0,3,0
"27","252474",2,0,1.47,4.16,0.538226654298083,"Home",44,1,9,2,0,5,2
"27","252474",-2,0,7.04,4.16,-0.538226654298083,"Away",44,0,12,2,0,8,3
"27","252474",3,0,1.47,4.16,0.538226654298083,"Home",13,0,0,1,0,4,0
"27","252474",-3,0,7.04,4.16,-0.538226654298083,"Away",13,1,2,2,0,1,3
"28","252475",0,0,2.55,3.22,0.0231531727081977,"Home",63,0,12,4,0,10,1
"28","252475",0,0,2.71,3.22,-0.0231531727081977,"Away",63,1,10,2,0,4,5
"28","252475",-1,0,2.55,3.22,0.0231531727081977,"Home",27,1,3,3,0,6,1
"28","252475",1,0,2.71,3.22,-0.0231531727081977,"Away",27,0,4,0,0,1,1
"29","252476",0,0,1.86,3.49,0.297826255124932,"Home",57,1,9,6,0,15,0
"29","252476",0,0,4.17,3.49,-0.297826255124932,"Away",57,0,9,1,0,1,4
"29","252476",1,0,1.86,3.49,0.297826255124932,"Home",8,1,1,2,0,2,0
"29","252476",-1,0,4.17,3.49,-0.297826255124932,"Away",8,0,1,0,0,0,0
"29","252476",2,0,1.86,3.49,0.297826255124932,"Home",25,0,5,1,0,1,1
"29","252476",-2,0,4.17,3.49,-0.297826255124932,"Away",25,0,1,3,0,7,0
"30","252477",0,0,2.2,3.43,0.141065830721003,"Home",68,1,12,4,0,10,4
"30","252477",0,0,3.19,3.43,-0.141065830721003,"Away",68,0,14,3,0,10,2
"30","252477",1,0,2.2,3.43,0.141065830721003,"Home",22,0,4,3,0,0,0
"30","252477",-1,0,3.19,3.43,-0.141065830721003,"Away",22,1,2,0,0,3,0
"31","252478",0,0,3.95,3.35,-0.262299360563748,"Home",15,0,0,1,0,2,3
"31","252478",0,0,1.94,3.35,0.262299360563748,"Away",15,1,2,8,0,5,0
"31","252478",-1,0,3.95,3.35,-0.262299360563748,"Home",4,0,1,2,0,1,0
"31","252478",1,0,1.94,3.35,0.262299360563748,"Away",4,1,0,0,0,1,0
"31","252478",-2,0,3.95,3.35,-0.262299360563748,"Home",49,0,8,3,0,5,4
"31","252478",2,0,1.94,3.35,0.262299360563748,"Away",49,1,12,1,0,9,3
"31","252478",-3,0,3.95,3.35,-0.262299360563748,"Home",22,0,1,1,0,3,0
"31","252478",3,0,1.94,3.35,0.262299360563748,"Away",22,0,1,0,0,4,1
"32","252479",0,0,2.21,3.38,0.142891164562991,"Home",74,1,11,2,0,11,1
"32","252479",0,0,3.23,3.38,-0.142891164562991,"Away",74,0,16,5,0,8,3
"32","252479",1,0,2.21,3.38,0.142891164562991,"Home",2,1,0,0,0,2,0
"32","252479",-1,0,3.23,3.38,-0.142891164562991,"Away",2,0,0,0,0,0,0
"32","252479",2,0,2.21,3.38,0.142891164562991,"Home",15,0,3,0,0,1,0
"32","252479",-2,0,3.23,3.38,-0.142891164562991,"Away",15,0,5,2,0,0,0
"33","252480",0,0,3.04,3.32,-0.102087114337568,"Home",21,1,7,2,0,2,0
"33","252480",0,0,2.32,3.32,0.102087114337568,"Away",21,0,4,2,0,7,1
"33","252480",1,0,3.04,3.32,-0.102087114337568,"Home",64,1,13,1,0,8,5
"33","252480",-1,0,2.32,3.32,0.102087114337568,"Away",64,1,18,5,0,16,2
"33","252480",2,0,3.04,3.32,-0.102087114337568,"Home",5,0,0,1,0,1,0
"33","252480",-2,0,2.32,3.32,0.102087114337568,"Away",5,1,1,0,0,2,1
"34","252481",0,0,2.24,3.27,0.140618173875055,"Home",37,0,7,3,0,7,1
"34","252481",0,0,3.27,3.27,-0.140618173875055,"Away",37,1,8,4,0,5,1
"34","252481",-1,0,2.24,3.27,0.140618173875055,"Home",53,1,7,4,0,12,2
"34","252481",1,0,3.27,3.27,-0.140618173875055,"Away",53,0,10,2,0,9,1
"35","252482",0,0,1.3,5.15,0.674802062904046,"Home",77,1,13,4,0,17,1
"35","252482",0,0,10.59,5.15,-0.674802062904046,"Away",77,0,13,2,0,2,5
"35","252482",1,0,1.3,5.15,0.674802062904046,"Home",13,0,0,1,0,3,0
"35","252482",-1,0,10.59,5.15,-0.674802062904046,"Away",13,1,2,1,0,3,0
"36","252483",0,0,2.38,3.57,0.0642961811058943,"Home",56,2,9,2,0,10,4
"36","252483",0,0,2.81,3.57,-0.0642961811058943,"Away",56,0,10,2,0,12,3
"36","252483",1,0,2.38,3.57,0.0642961811058943,"Home",34,0,10,1,0,3,2
"36","252483",-1,0,2.81,3.57,-0.0642961811058943,"Away",34,1,10,4,0,5,1
"37","252484",0,0,2.09,3.29,0.188613827057763,"Home",71,0,8,2,0,6,1
"37","252484",0,0,3.45,3.29,-0.188613827057763,"Away",71,1,12,3,0,7,2
"37","252484",-1,0,2.09,3.29,0.188613827057763,"Home",12,0,0,1,0,3,0
"37","252484",1,0,3.45,3.29,-0.188613827057763,"Away",12,1,2,0,0,1,0
"37","252484",-2,0,2.09,3.29,0.188613827057763,"Home",9,0,1,0,0,2,0
"37","252484",2,0,3.45,3.29,-0.188613827057763,"Away",9,0,0,2,0,2,0
"38","252485",0,0,1.88,3.43,0.297722856146295,"Home",90,0,20,11,0,20,1
"38","252485",0,0,4.27,3.43,-0.297722856146295,"Away",90,0,26,1,0,4,4
"39","252486",0,0,1.63,4.13,0.408997955010225,"Home",16,1,3,1,0,2,0
"39","252486",0,0,4.89,4.13,-0.408997955010225,"Away",16,0,6,0,0,0,0
"39","252486",1,0,1.63,4.13,0.408997955010225,"Home",70,1,14,4,0,12,4
"39","252486",-1,0,4.89,4.13,-0.408997955010225,"Away",70,0,15,4,0,8,3
"39","252486",2,0,1.63,4.13,0.408997955010225,"Home",4,0,1,0,0,0,0
"39","252486",-2,0,4.89,4.13,-0.408997955010225,"Away",4,1,0,0,0,1,0
"40","252487",0,0,1.86,3.51,0.300104717390749,"Home",12,0,1,0,0,1,0
"40","252487",0,0,4.21,3.51,-0.300104717390749,"Away",12,1,1,2,0,3,1
"40","252487",-1,0,1.86,3.51,0.300104717390749,"Home",15,0,2,1,0,2,0
"40","252487",1,0,4.21,3.51,-0.300104717390749,"Away",15,2,2,0,0,2,1
"40","252487",-2,0,1.86,3.51,0.300104717390749,"Home",63,1,11,3,0,13,0
"40","252487",2,0,4.21,3.51,-0.300104717390749,"Away",63,0,20,0,0,2,1
"41","252488",0,0,3.67,3.44,-0.222569940917797,"Home",41,0,10,4,0,7,2
"41","252488",0,0,2.02,3.44,0.222569940917797,"Away",41,2,11,6,0,6,1
"41","252488",-1,0,3.67,3.44,-0.222569940917797,"Home",49,1,15,0,0,10,1
"41","252488",1,0,2.02,3.44,0.222569940917797,"Away",49,0,9,2,0,5,3
"42","252489",0,0,5.13,3.79,-0.411128832181464,"Home",14,0,3,1,0,2,3
"42","252489",0,0,1.65,3.79,0.411128832181464,"Away",14,1,3,4,0,6,0
"42","252489",-1,0,5.13,3.79,-0.411128832181464,"Home",19,0,4,1,0,3,1
"42","252489",1,0,1.65,3.79,0.411128832181464,"Away",19,1,4,2,0,4,1
"42","252489",-2,0,5.13,3.79,-0.411128832181464,"Home",3,0,0,0,0,0,0
"42","252489",2,0,1.65,3.79,0.411128832181464,"Away",3,1,1,0,0,1,0
"42","252489",-3,0,5.13,3.79,-0.411128832181464,"Home",18,0,3,1,0,3,0
"42","252489",3,0,1.65,3.79,0.411128832181464,"Away",18,1,1,0,0,3,1
"42","252489",-4,0,5.13,3.79,-0.411128832181464,"Home",25,0,3,0,0,0,0
"42","252489",4,0,1.65,3.79,0.411128832181464,"Away",25,1,1,3,0,3,0
"42","252489",-5,0,5.13,3.79,-0.411128832181464,"Home",11,0,2,0,0,0,0
"42","252489",5,0,1.65,3.79,0.411128832181464,"Away",11,0,0,0,0,2,0
"43","252490",0,0,1.29,5.26,0.67857544096169,"Home",36,1,7,1,0,4,2
"43","252490",0,0,10.35,5.26,-0.67857544096169,"Away",36,0,4,1,0,8,1
"43","252490",1,0,1.29,5.26,0.67857544096169,"Home",19,1,2,2,0,5,1
"43","252490",-1,0,10.35,5.26,-0.67857544096169,"Away",19,0,3,2,0,3,0
"43","252490",2,0,1.29,5.26,0.67857544096169,"Home",25,1,6,0,0,4,1
"43","252490",-2,0,10.35,5.26,-0.67857544096169,"Away",25,0,4,1,0,2,3
"43","252490",3,0,1.29,5.26,0.67857544096169,"Home",10,0,1,0,0,1,0
"43","252490",-3,0,10.35,5.26,-0.67857544096169,"Away",10,0,2,0,0,2,0
"44","252491",0,0,1.75,3.48,0.368176538908246,"Home",65,2,11,7,0,12,1
"44","252491",0,0,4.92,3.48,-0.368176538908246,"Away",65,0,13,2,0,5,3
"44","252491",1,0,1.75,3.48,0.368176538908246,"Home",25,0,7,1,0,4,2
"44","252491",-1,0,4.92,3.48,-0.368176538908246,"Away",25,1,6,2,0,9,3
"45","252492",0,0,3.58,3.44,-0.213281228499876,"Home",79,0,11,4,0,7,2
"45","252492",0,0,2.03,3.44,0.213281228499876,"Away",79,1,9,5,0,10,2
"45","252492",-1,0,3.58,3.44,-0.213281228499876,"Home",5,0,1,0,0,0,0
"45","252492",1,0,2.03,3.44,0.213281228499876,"Away",5,1,0,0,0,0,0
"45","252492",-2,0,3.58,3.44,-0.213281228499876,"Home",6,0,0,0,0,1,0
"45","252492",2,0,2.03,3.44,0.213281228499876,"Away",6,0,1,1,0,1,1
"46","252493",0,0,2.82,3.35,-0.0518941359626362,"Home",59,1,12,3,0,10,4
"46","252493",0,0,2.46,3.35,0.0518941359626362,"Away",59,1,10,7,0,8,0
"46","252493",-1,0,2.82,3.35,-0.0518941359626362,"Home",28,1,7,2,0,2,0
"46","252493",1,0,2.82,3.35,-0.0518941359626362,"Home",3,0,0,0,0,1,0
"46","252493",1,0,2.46,3.35,0.0518941359626362,"Away",28,0,6,3,0,2,1
"46","252493",-1,0,2.46,3.35,0.0518941359626362,"Away",3,0,1,0,0,0,1
"47","252494",0,0,2.62,3.29,0.00573953968891694,"Home",15,1,2,0,0,2,0
"47","252494",0,0,2.66,3.29,-0.00573953968891694,"Away",15,1,1,1,0,2,1
"47","252494",-1,0,2.62,3.29,0.00573953968891694,"Home",34,1,5,1,0,5,2
"47","252494",1,0,2.62,3.29,0.00573953968891694,"Home",41,0,9,1,0,3,2
"47","252494",1,0,2.66,3.29,-0.00573953968891694,"Away",34,0,8,4,0,6,0
"47","252494",-1,0,2.66,3.29,-0.00573953968891694,"Away",41,0,10,1,0,5,1
"48","252495",0,0,1.96,3.3,0.249107475888528,"Home",34,0,5,0,0,1,2
"48","252495",0,0,3.83,3.3,-0.249107475888528,"Away",34,2,4,5,0,8,0
"48","252495",-1,0,1.96,3.3,0.249107475888528,"Home",48,1,6,8,0,13,1
"48","252495",1,0,3.83,3.3,-0.249107475888528,"Away",48,1,11,0,0,2,3
"48","252495",-2,0,1.96,3.3,0.249107475888528,"Home",8,0,2,2,0,1,0
"48","252495",2,0,3.83,3.3,-0.249107475888528,"Away",8,0,3,0,0,0,1
"49","252496",0,0,1.51,4,0.51898517998444,"Home",66,0,9,2,0,9,4
"49","252496",0,0,6.98,4,-0.51898517998444,"Away",66,1,16,8,0,11,1
"49","252496",-1,0,1.51,4,0.51898517998444,"Home",24,1,6,3,0,4,1
"49","252496",1,0,6.98,4,-0.51898517998444,"Away",24,0,3,3,0,5,0
"50","252497",0,0,1.53,3.91,0.50344462109168,"Home",88,0,11,12,0,25,2
"50","252497",0,0,6.66,3.91,-0.50344462109168,"Away",88,1,15,5,0,6,13
"50","252497",-1,0,1.53,3.91,0.50344462109168,"Home",4,0,0,0,0,2,0
"50","252497",1,0,6.66,3.91,-0.50344462109168,"Away",4,0,1,0,0,0,0
"51","252498",0,0,1.84,3.44,0.31516775858646,"Home",54,2,10,3,0,12,1
"51","252498",0,0,4.38,3.44,-0.31516775858646,"Away",54,0,15,2,0,6,5
"51","252498",1,0,1.84,3.44,0.31516775858646,"Home",36,0,9,2,0,7,1
"51","252498",-1,0,4.38,3.44,-0.31516775858646,"Away",36,1,6,3,0,4,4
"52","252499",0,0,3.03,3.32,-0.095498911593287,"Home",59,1,14,3,0,10,3
"52","252499",0,0,2.35,3.32,0.095498911593287,"Away",59,0,10,5,0,13,3
"52","252499",1,0,3.03,3.32,-0.095498911593287,"Home",31,0,7,2,0,4,2
"52","252499",-1,0,2.35,3.32,0.095498911593287,"Away",31,1,4,3,0,9,1
"53","252500",0,0,2.43,3.32,0.0655018724991812,"Home",5,1,1,0,0,1,0
"53","252500",0,0,2.89,3.32,-0.0655018724991812,"Away",5,0,3,0,0,1,0
"53","252500",1,0,2.43,3.32,0.0655018724991812,"Home",20,1,3,1,0,3,0
"53","252500",-1,0,2.89,3.32,-0.0655018724991812,"Away",20,0,6,0,0,1,1
"53","252500",2,0,2.43,3.32,0.0655018724991812,"Home",22,1,5,0,0,8,0
"53","252500",-2,0,2.89,3.32,-0.0655018724991812,"Away",22,0,6,1,0,1,3
"53","252500",3,0,2.43,3.32,0.0655018724991812,"Home",20,1,1,0,0,6,1
"53","252500",-3,0,2.89,3.32,-0.0655018724991812,"Away",20,0,4,3,0,2,2
"53","252500",4,0,2.43,3.32,0.0655018724991812,"Home",23,0,4,0,0,0,1
"53","252500",-4,0,2.89,3.32,-0.0655018724991812,"Away",23,1,4,3,0,5,0
"54","252501",0,0,1.52,3.97,0.505222981116914,"Home",54,1,12,2,0,11,0
"54","252501",0,0,6.55,3.97,-0.505222981116914,"Away",54,1,9,3,0,6,3
"54","252501",-1,0,1.52,3.97,0.505222981116914,"Home",14,1,3,0,0,2,0
"54","252501",1,0,1.52,3.97,0.505222981116914,"Home",19,1,1,0,0,2,0
"54","252501",1,0,6.55,3.97,-0.505222981116914,"Away",14,0,3,0,0,1,1
