gameId,TeamName,Date,H_A,ScoreDiff,RedCardDiff,timeSpent,Goal,Foul,Corner,Yellow,Red,ShotAttempt,Save,FreeKick,Offside,CornerPerMinute,DrawBet,ShotAttemptPerMinute,WinBet,WeightedWinProb
273116,Nurnberg,2009-08-29,away,0,0,90,0,20,2,1,0,11,4,17,7,0.022,3.96,0.122,6.46,-0.49
273117,Werder Bremen,2009-09-13,home,0,0,90,0,20,9,2,0,16,3,16,5,0.1,5.07,0.178,1.32,0.649
273117,Hannover,2009-09-13,away,0,0,90,0,15,5,1,0,12,4,20,5,0.056,5.07,0.133,9.21,-0.649
273118,Eintracht Frankfurt,2009-09-20,home,0,0,65,0,11,1,1,0,4,5,13,1,0.015,3.41,0.062,3.67,-0.225
273118,Hamburger SV,2009-09-20,away,0,0,65,1,13,8,1,0,18,0,13,2,0.123,3.41,0.277,2.01,0.225
273118,Eintracht Frankfurt,2009-09-20,home,-1,0,23,1,5,2,0,0,4,0,7,1,0.087,3.41,0.174,3.67,-0.225
273118,Hamburger SV,2009-09-20,away,1,0,23,0,7,1,0,0,2,0,5,0,0.043,3.41,0.087,2.01,0.225
273119,Hertha Berlin,2009-10-04,home,0,0,22,1,5,2,0,0,3,1,5,1,0.091,3.71,0.136,4.8,-0.376
273119,Hamburger SV,2009-10-04,away,0,0,22,1,5,1,0,0,2,0,6,1,0.045,3.71,0.091,1.71,0.376
273119,Hertha Berlin,2009-10-04,home,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,3.71,0.0,4.8,-0.376
273119,Hertha Berlin,2009-10-04,home,1,0,14,0,4,1,1,0,1,0,1,0,0.071,3.71,0.071,4.8,-0.376
273119,Hamburger SV,2009-10-04,away,1,0,0,1,0,0,0,0,1,0,0,0,0.0,3.71,0.0,1.71,0.376
273119,Hamburger SV,2009-10-04,away,-1,0,14,1,1,1,0,0,5,1,5,0,0.071,3.71,0.357,1.71,0.376
273119,Hertha Berlin,2009-10-04,home,-2,0,48,0,12,1,1,0,8,0,11,1,0.021,3.71,0.167,4.8,-0.376
273119,Hamburger SV,2009-10-04,away,2,0,48,0,11,1,0,0,3,2,12,2,0.021,3.71,0.062,1.71,0.376
273120,Eintracht Frankfurt,2009-08-15,home,0,0,40,1,2,2,1,0,7,0,5,0,0.05,3.38,0.175,2.08,0.2
273120,Nurnberg,2009-08-15,away,0,0,40,0,5,3,1,0,6,1,2,1,0.075,3.38,0.15,3.56,-0.2
273120,Eintracht Frankfurt,2009-08-15,home,1,0,44,0,10,2,0,0,5,5,3,1,0.045,3.38,0.114,2.08,0.2
273120,Nurnberg,2009-08-15,away,-1,0,44,1,3,3,0,0,15,4,11,2,0.068,3.38,0.341,3.56,-0.2
273121,Dortmund,2010-04-18,home,0,0,57,1,9,3,1,0,9,0,16,1,0.053,3.87,0.158,1.57,0.473
273121,Hoffenheim,2010-04-18,away,0,0,57,0,16,3,2,0,2,3,11,2,0.053,3.87,0.035,6.1,-0.473
273121,Dortmund,2010-04-18,home,1,0,31,0,5,2,1,0,5,0,4,0,0.065,3.87,0.161,1.57,0.473
273121,Hoffenheim,2010-04-18,away,-1,0,31,1,4,3,1,0,2,2,5,0,0.097,3.87,0.065,6.1,-0.473
273122,Hamburger SV,2009-12-05,home,0,0,90,0,17,6,3,0,6,3,18,3,0.067,3.41,0.067,2.21,0.142
273122,Hoffenheim,2009-12-05,away,0,0,90,0,17,2,1,0,12,3,19,1,0.022,3.41,0.133,3.22,-0.142
273123,Wolfsburg,2009-09-26,home,0,0,23,2,2,2,0,0,2,2,6,0,0.087,4.53,0.087,1.39,0.595
273123,Hannover,2009-09-26,away,0,0,23,0,5,0,0,0,4,0,2,0,0.0,4.53,0.174,8.04,-0.595
273123,Wolfsburg,2009-09-26,home,1,0,31,2,9,4,2,0,6,2,6,3,0.129,4.53,0.194,1.39,0.595
273123,Hannover,2009-09-26,away,-1,0,31,1,5,2,2,0,8,2,9,1,0.065,4.53,0.258,8.04,-0.595
273123,Wolfsburg,2009-09-26,home,2,0,25,0,4,1,0,0,2,2,4,2,0.04,4.53,0.08,1.39,0.595
273123,Hannover,2009-09-26,away,-2,0,25,1,4,3,0,0,5,0,4,0,0.12,4.53,0.2,8.04,-0.595
273124,Nurnberg,2010-03-20,home,0,0,90,0,19,2,1,0,10,5,14,1,0.022,3.21,0.111,2.65,0.008
273124,Hoffenheim,2010-03-20,away,0,0,90,0,10,3,2,0,11,4,19,6,0.033,3.21,0.122,2.71,-0.008
273125,Mainz,2010-02-07,home,0,0,44,1,9,2,0,0,8,2,5,0,0.045,3.25,0.182,2.38,0.083
273125,B. Monchengladbach,2010-02-07,away,0,0,44,0,5,1,0,0,10,3,10,1,0.023,3.25,0.227,2.97,-0.083
273125,Mainz,2010-02-07,home,1,0,45,0,8,1,1,0,1,2,14,2,0.022,3.25,0.022,2.38,0.083
273125,B. Monchengladbach,2010-02-07,away,-1,0,45,0,13,1,1,0,6,0,9,1,0.022,3.25,0.133,2.97,-0.083
273126,Werder Bremen,2009-09-26,home,0,0,38,1,4,2,0,0,7,0,7,2,0.053,4.96,0.184,1.34,0.631
273126,Mainz,2009-09-26,away,0,0,38,0,7,2,0,0,2,3,4,2,0.053,4.96,0.053,8.65,-0.631
273126,Werder Bremen,2009-09-26,home,1,0,32,1,3,5,0,0,5,2,7,3,0.156,4.96,0.156,1.34,0.631
273126,Mainz,2009-09-26,away,-1,0,32,0,7,0,0,0,3,1,3,2,0.0,4.96,0.094,8.65,-0.631
273126,Werder Bremen,2009-09-26,home,2,0,10,1,0,1,0,0,3,0,4,2,0.1,4.96,0.3,1.34,0.631
273126,Mainz,2009-09-26,away,-2,0,10,0,4,0,1,0,0,0,0,0,0.0,4.96,0.0,8.65,-0.631
273126,Werder Bremen,2009-09-26,home,3,0,7,0,0,1,0,0,1,0,0,0,0.143,4.96,0.143,1.34,0.631
273126,Mainz,2009-09-26,away,-3,0,7,0,0,0,0,0,0,0,0,1,0.0,4.96,0.0,8.65,-0.631
273127,Freiburg,2009-09-12,home,0,0,68,0,16,2,2,0,10,1,10,2,0.029,3.43,0.147,2.11,0.185
273127,Eintracht Frankfurt,2009-09-12,away,0,0,68,1,9,1,0,0,8,4,17,0,0.015,3.43,0.118,3.46,-0.185
273127,Freiburg,2009-09-12,home,-1,0,21,0,5,3,0,0,4,0,8,3,0.143,3.43,0.19,2.11,0.185
273127,Eintracht Frankfurt,2009-09-12,away,1,0,21,1,8,0,4,0,3,2,5,1,0.0,3.43,0.143,3.46,-0.185
273127,Freiburg,2009-09-12,home,-2,0,0,0,0,0,0,0,0,0,0,0,0.0,3.43,0.0,2.11,0.185
273127,Eintracht Frankfurt,2009-09-12,away,2,0,0,0,0,0,0,0,0,0,0,0,0.0,3.43,0.0,3.46,-0.185
273128,Nurnberg,2009-08-22,home,0,0,15,0,1,1,0,0,1,2,5,2,0.067,3.4,0.067,1.94,0.267
273128,Hannover,2009-08-22,away,0,0,15,1,5,0,0,0,3,0,1,0,0.0,3.4,0.2,4.03,-0.267
273128,Nurnberg,2009-08-22,home,-1,0,67,0,7,5,2,0,6,2,10,5,0.075,3.4,0.09,1.94,0.267
273128,Hannover,2009-08-22,away,1,0,67,1,10,5,2,0,11,0,8,1,0.075,3.4,0.164,4.03,-0.267
273128,Nurnberg,2009-08-22,home,-2,0,3,0,0,0,0,0,0,0,2,1,0.0,3.4,0.0,1.94,0.267
273128,Hannover,2009-08-22,away,2,0,3,0,2,0,0,0,1,0,0,0,0.0,3.4,0.333,4.03,-0.267
273129,Bayer Leverkusen,2010-01-16,home,0,0,10,1,4,1,0,0,2,2,1,0,0.1,4.48,0.2,1.39,0.599
273129,Mainz,2010-01-16,away,0,0,10,1,1,1,0,0,6,1,4,0,0.1,4.48,0.6,8.27,-0.599
273129,Bayer Leverkusen,2010-01-16,home,-1,0,4,1,0,1,0,0,2,0,0,1,0.25,4.48,0.5,1.39,0.599
273129,Bayer Leverkusen,2010-01-16,home,1,0,29,2,1,3,0,0,14,2,6,0,0.103,4.48,0.483,1.39,0.599
273129,Mainz,2010-01-16,away,1,0,4,0,0,0,0,0,0,0,0,0,0.0,4.48,0.0,8.27,-0.599
273129,Mainz,2010-01-16,away,-1,0,29,0,6,1,0,0,3,3,2,3,0.034,4.48,0.103,8.27,-0.599
273129,Bayer Leverkusen,2010-01-16,home,2,0,35,0,7,3,2,0,10,0,8,0,0.086,4.48,0.286,1.39,0.599
273129,Mainz,2010-01-16,away,-2,0,35,1,7,1,1,0,3,3,7,1,0.029,4.48,0.086,8.27,-0.599
273130,Hertha Berlin,2010-01-30,home,0,0,90,0,21,6,2,0,15,5,9,2,0.067,3.45,0.167,1.89,0.29
273130,Bochum,2010-01-30,away,0,0,90,0,9,4,2,0,17,5,22,3,0.044,3.45,0.189,4.18,-0.29
273131,Bayer Leverkusen,2009-10-23,home,0,0,32,0,4,0,2,0,7,0,6,0,0.0,3.47,0.219,1.79,0.338
273131,Dortmund,2009-10-23,away,0,0,32,1,6,0,0,0,2,2,4,2,0.0,3.47,0.062,4.53,-0.338
273131,Bayer Leverkusen,2009-10-23,home,-1,0,50,1,8,4,2,0,9,0,14,0,0.08,3.47,0.18,1.79,0.338
273131,Dortmund,2009-10-23,away,1,0,50,0,13,3,2,0,2,1,8,3,0.06,3.47,0.04,4.53,-0.338
273132,Hoffenheim,2009-11-28,home,0,0,29,0,1,2,1,0,3,2,6,1,0.069,3.81,0.103,1.66,0.4
273132,Dortmund,2009-11-28,away,0,0,29,2,6,2,1,0,6,0,1,1,0.069,3.81,0.207,4.93,-0.4
273132,Hoffenheim,2009-11-28,home,-1,0,46,1,11,6,1,0,7,0,11,1,0.13,3.81,0.152,1.66,0.4
273132,Hoffenheim,2009-11-28,home,-1,1,9,0,2,1,1,1,4,2,11,0,0.111,3.81,0.444,1.66,0.4
273132,Dortmund,2009-11-28,away,1,0,46,0,11,2,1,0,6,0,11,2,0.043,3.81,0.13,4.93,-0.4
273132,Dortmund,2009-11-28,away,1,-1,9,0,10,2,1,0,2,0,2,0,0.222,3.81,0.222,4.93,-0.4
273133,Hoffenheim,2010-04-10,home,0,0,46,0,9,6,1,0,6,1,8,1,0.13,3.68,0.13,1.7,0.385
273133,FC Koln,2010-04-10,away,0,0,46,1,8,1,1,0,3,2,9,2,0.022,3.68,0.065,4.93,-0.385
273133,Hoffenheim,2010-04-10,home,-1,0,34,0,4,3,0,0,4,1,4,0,0.088,3.68,0.118,1.7,0.385
273133,FC Koln,2010-04-10,away,1,0,34,1,4,1,1,0,4,0,4,1,0.029,3.68,0.118,4.93,-0.385
273133,Hoffenheim,2010-04-10,home,-2,0,6,0,3,0,0,0,1,0,2,0,0.0,3.68,0.167,1.7,0.385
273133,FC Koln,2010-04-10,away,2,0,6,0,2,1,0,0,0,0,3,0,0.167,3.68,0.0,4.93,-0.385
273134,Bayern Munich,2009-11-22,home,0,0,82,1,12,4,1,0,7,2,16,11,0.049,3.5,0.085,1.83,0.313
273134,Bayer Leverkusen,2009-11-22,away,0,0,82,0,14,5,0,0,10,3,13,4,0.061,3.5,0.122,4.28,-0.313
273134,Bayern Munich,2009-11-22,home,1,0,5,0,2,0,0,0,0,0,0,0,0.0,3.5,0.0,1.83,0.313
273134,Bayer Leverkusen,2009-11-22,away,-1,0,5,1,0,0,0,0,1,0,2,0,0.0,3.5,0.2,4.28,-0.313
273135,Hertha Berlin,2009-12-11,home,0,0,8,1,3,0,0,0,1,0,1,0,0.0,3.65,0.125,4.91,-0.385
273135,Hertha Berlin,2009-12-11,home,0,1,13,0,2,0,1,1,1,0,4,0,0.0,3.65,0.077,4.91,-0.385
273135,Bayer Leverkusen,2009-12-11,away,0,0,8,0,1,0,0,0,0,0,3,0,0.0,3.65,0.0,1.7,0.385
273135,Bayer Leverkusen,2009-12-11,away,0,-1,13,1,3,2,0,0,2,0,2,0,0.154,3.65,0.154,1.7,0.385
273135,Hertha Berlin,2009-12-11,home,-1,1,0,1,0,1,0,0,1,0,0,0,0.0,3.65,0.0,4.91,-0.385
273135,Hertha Berlin,2009-12-11,home,1,0,67,0,17,1,3,0,5,3,15,2,0.015,3.65,0.075,4.91,-0.385
273135,Bayer Leverkusen,2009-12-11,away,1,-1,0,0,0,0,0,0,0,0,0,0,0.0,3.65,0.0,1.7,0.385
273135,Bayer Leverkusen,2009-12-11,away,-1,0,67,1,15,8,1,0,8,1,18,0,0.119,3.65,0.119,1.7,0.385
273136,Stuttgart,2010-05-01,home,0,0,66,0,11,3,1,0,12,3,11,0,0.045,4.98,0.182,1.33,0.64
273136,Mainz,2010-05-01,away,0,0,66,1,10,8,1,0,11,1,12,2,0.121,4.98,0.167,8.94,-0.64
273136,Stuttgart,2010-05-01,home,-1,0,9,1,4,0,2,0,2,2,2,0,0.0,4.98,0.222,1.33,0.64
273136,Mainz,2010-05-01,away,1,0,9,1,2,0,1,0,4,0,4,0,0.0,4.98,0.444,8.94,-0.64
273136,Stuttgart,2010-05-01,home,-2,0,7,1,0,2,0,0,2,0,1,0,0.286,4.98,0.286,1.33,0.64
273136,Mainz,2010-05-01,away,2,0,7,0,1,1,0,0,1,0,0,0,0.143,4.98,0.143,8.94,-0.64
273137,Hoffenheim,2010-03-14,home,0,0,80,0,13,5,0,0,9,5,15,4,0.062,3.3,0.112,2.81,-0.051
273137,Werder Bremen,2010-03-14,away,0,0,80,1,15,6,0,0,14,1,14,2,0.075,3.3,0.175,2.46,0.051
273137,Hoffenheim,2010-03-14,home,-1,0,9,0,2,0,1,0,0,0,1,1,0.0,3.3,0.0,2.81,-0.051
273137,Werder Bremen,2010-03-14,away,1,0,9,0,1,1,0,0,2,0,3,0,0.111,3.3,0.222,2.46,0.051
273138,Bochum,2010-01-23,home,0,0,5,0,2,0,0,0,0,0,1,0,0.0,3.51,0.0,4.57,-0.334
273138,Schalke,2010-01-23,away,0,0,5,1,1,0,0,0,1,0,2,0,0.0,3.51,0.2,1.81,0.334
273138,Bochum,2010-01-23,home,-1,0,43,1,6,1,1,0,3,2,8,0,0.023,3.51,0.07,4.57,-0.334
273138,Schalke,2010-01-23,away,1,0,43,1,8,4,0,0,9,1,6,0,0.093,3.51,0.209,1.81,0.334
273138,Bochum,2010-01-23,home,-2,0,38,1,4,7,0,0,10,1,8,2,0.184,3.51,0.263,4.57,-0.334
273138,Schalke,2010-01-23,away,2,0,38,0,7,2,0,0,3,2,4,0,0.053,3.51,0.079,1.81,0.334
273139,Schalke,2009-10-25,home,0,-1,17,0,3,1,0,0,5,0,3,2,0.059,3.31,0.294,2.22,0.14
273139,Schalke,2009-10-25,home,0,0,26,0,2,1,0,0,3,0,5,1,0.038,3.31,0.115,2.22,0.14
273139,Hamburger SV,2009-10-25,away,0,1,17,1,3,0,1,0,1,2,3,1,0.0,3.31,0.059,3.22,-0.14
273139,Hamburger SV,2009-10-25,away,0,0,26,1,5,1,0,0,2,2,2,1,0.038,3.31,0.077,3.22,-0.14
273139,Schalke,2009-10-25,home,-1,-1,9,2,2,0,1,0,4,0,2,0,0.0,3.31,0.444,2.22,0.14
273139,Schalke,2009-10-25,home,-1,0,26,0,7,1,1,0,6,2,6,0,0.038,3.31,0.231,2.22,0.14
273139,Hamburger SV,2009-10-25,away,1,1,9,0,2,0,0,1,0,1,2,1,0.0,3.31,0.0,3.22,-0.14
273139,Hamburger SV,2009-10-25,away,1,0,26,1,6,1,2,0,5,3,8,2,0.038,3.31,0.192,3.22,-0.14
273139,Schalke,2009-10-25,home,-2,0,5,1,1,0,0,0,1,0,2,0,0.0,3.31,0.2,2.22,0.14
273139,Hamburger SV,2009-10-25,away,2,0,5,0,2,0,0,0,1,0,1,0,0.0,3.31,0.2,3.22,-0.14
273140,Stuttgart,2010-01-31,home,0,0,34,2,2,4,0,0,4,1,11,2,0.118,3.3,0.118,2.17,0.159
273140,Dortmund,2010-01-31,away,0,0,34,0,10,2,3,0,3,1,4,1,0.059,3.3,0.088,3.31,-0.159
273140,Stuttgart,2010-01-31,home,1,0,47,1,7,1,2,0,3,2,9,1,0.021,3.3,0.064,2.17,0.159
273140,Dortmund,2010-01-31,away,-1,0,47,1,9,1,1,0,8,0,8,2,0.021,3.3,0.17,3.31,-0.159
273140,Stuttgart,2010-01-31,home,2,0,0,1,0,0,0,0,1,0,0,0,0.0,3.3,0.0,2.17,0.159
273140,Dortmund,2010-01-31,away,-2,0,0,0,0,0,0,0,0,0,0,0,0.0,3.3,0.0,3.31,-0.159
273140,Stuttgart,2010-01-31,home,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3.3,0.0,2.17,0.159
273140,Dortmund,2010-01-31,away,-3,0,0,0,0,0,0,0,0,0,0,0,0.0,3.3,0.0,3.31,-0.159
273141,Hannover,2010-02-28,home,0,0,78,0,9,3,2,0,18,2,11,4,0.038,3.63,0.231,4.17,-0.307
273141,Wolfsburg,2010-02-28,away,0,0,78,1,10,5,2,0,8,4,10,4,0.064,3.63,0.103,1.83,0.307
273141,Hannover,2010-02-28,home,-1,0,11,0,5,1,0,0,6,1,3,0,0.091,3.63,0.545,4.17,-0.307
273141,Wolfsburg,2010-02-28,away,1,0,11,0,2,0,1,0,3,2,5,1,0.0,3.63,0.273,1.83,0.307
273142,Bayern Munich,2010-03-13,home,0,0,37,1,5,4,2,0,7,2,6,0,0.108,7.2,0.189,1.16,0.809
273142,Freiburg,2010-03-13,away,0,0,37,1,6,0,2,0,3,3,5,0,0.0,7.2,0.081,18.88,-0.809
273142,Bayern Munich,2010-03-13,home,-1,0,43,1,7,5,1,0,12,0,6,0,0.116,7.2,0.279,1.16,0.809
273142,Bayern Munich,2010-03-13,home,1,0,5,0,2,0,0,0,2,0,3,0,0.0,7.2,0.4,1.16,0.809
273142,Freiburg,2010-03-13,away,1,0,43,0,5,1,0,0,3,3,7,2,0.023,7.2,0.07,18.88,-0.809
273142,Freiburg,2010-03-13,away,-1,0,5,0,3,0,2,0,1,1,3,0,0.0,7.2,0.2,18.88,-0.809
273143,Eintracht Frankfurt,2010-01-16,home,0,0,57,1,8,3,1,0,4,2,14,4,0.053,3.56,0.07,4.11,-0.297
273143,Werder Bremen,2010-01-16,away,0,0,57,0,14,4,0,0,4,3,8,1,0.07,3.56,0.07,1.85,0.297
273143,Eintracht Frankfurt,2010-01-16,home,1,0,29,0,6,1,1,0,2,3,12,4,0.034,3.56,0.069,4.11,-0.297
273143,Werder Bremen,2010-01-16,away,-1,0,29,0,10,3,2,0,10,1,6,1,0.103,3.56,0.345,1.85,0.297
273144,B. Monchengladbach,2009-10-03,home,0,0,38,0,5,1,0,0,4,0,6,0,0.026,3.32,0.105,2.98,-0.088
273144,Dortmund,2009-10-03,away,0,0,38,1,6,2,0,0,8,2,5,1,0.053,3.32,0.211,2.36,0.088
273144,B. Monchengladbach,2009-10-03,home,-1,0,50,0,4,5,1,0,13,2,9,1,0.1,3.32,0.26,2.98,-0.088
273144,Dortmund,2009-10-03,away,1,0,50,0,9,1,1,0,12,1,4,0,0.02,3.32,0.24,2.36,0.088
273145,Nurnberg,2009-10-31,home,0,0,3,1,0,0,1,0,1,0,0,0,0.0,3.65,0.333,4.74,-0.367
273145,Werder Bremen,2009-10-31,away,0,0,3,0,0,0,0,0,0,0,0,1,0.0,3.65,0.0,1.73,0.367
273145,Nurnberg,2009-10-31,home,1,0,46,1,11,2,2,0,7,2,15,4,0.043,3.65,0.152,4.74,-0.367
273145,Werder Bremen,2009-10-31,away,-1,0,46,1,15,0,0,0,6,3,11,0,0.0,3.65,0.13,1.73,0.367
273145,Nurnberg,2009-10-31,home,2,0,38,0,7,3,2,0,5,1,10,3,0.079,3.65,0.132,4.74,-0.367
273145,Werder Bremen,2009-10-31,away,-2,0,38,1,10,5,2,0,8,2,7,1,0.132,3.65,0.211,1.73,0.367
273146,B. Monchengladbach,2009-08-28,home,0,0,29,1,5,2,1,0,6,0,10,0,0.069,3.38,0.207,1.99,0.24
273146,Mainz,2009-08-28,away,0,0,29,0,9,2,0,0,2,0,5,0,0.069,3.38,0.069,3.81,-0.24
273146,B. Monchengladbach,2009-08-28,home,1,0,52,1,10,2,0,0,9,2,11,3,0.038,3.38,0.173,1.99,0.24
273146,Mainz,2009-08-28,away,-1,0,52,0,10,1,1,0,6,1,11,4,0.019,3.38,0.115,3.81,-0.24
273146,B. Monchengladbach,2009-08-28,home,2,0,5,0,1,1,0,0,2,0,1,1,0.2,3.38,0.4,1.99,0.24
273146,Mainz,2009-08-28,away,-2,0,5,0,1,1,1,0,1,2,1,0,0.2,3.38,0.2,3.81,-0.24
273147,Werder Bremen,2010-03-27,home,0,0,1,1,0,1,0,0,1,0,0,0,1.0,4.58,1.0,1.39,0.598
273147,Nurnberg,2010-03-27,away,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4.58,0.0,8.25,-0.598
273147,Werder Bremen,2010-03-27,home,1,0,34,1,6,2,0,0,5,1,7,2,0.059,4.58,0.147,1.39,0.598
273147,Werder Bremen,2010-03-27,home,1,1,8,1,3,0,0,1,2,1,0,0,0.0,4.58,0.25,1.39,0.598
273147,Nurnberg,2010-03-27,away,-1,0,34,0,7,3,1,0,3,1,7,1,0.088,4.58,0.088,8.25,-0.598
273147,Nurnberg,2010-03-27,away,-1,-1,8,0,0,1,0,0,3,0,3,0,0.125,4.58,0.375,8.25,-0.598
273147,Werder Bremen,2010-03-27,home,2,0,29,1,4,2,0,0,7,3,3,2,0.069,4.58,0.241,1.39,0.598
273147,Werder Bremen,2010-03-27,home,2,1,0,0,0,0,0,0,0,0,0,0,0.0,4.58,0.0,1.39,0.598
273147,Nurnberg,2010-03-27,away,-2,0,29,1,3,3,0,0,7,2,5,0,0.103,4.58,0.241,8.25,-0.598
273147,Nurnberg,2010-03-27,away,-2,-1,0,0,0,0,0,0,0,0,0,0,0.0,4.58,0.0,8.25,-0.598
273147,Werder Bremen,2010-03-27,home,3,0,9,0,0,0,0,0,0,1,1,0,0.0,4.58,0.0,1.39,0.598
273147,Nurnberg,2010-03-27,away,-3,0,9,1,1,2,0,0,3,0,0,1,0.222,4.58,0.333,8.25,-0.598
273148,Bochum,2010-05-08,home,0,0,9,0,4,2,0,0,1,0,3,0,0.222,3.52,0.111,2.38,0.062
273148,Hannover,2010-05-08,away,0,0,9,1,2,0,0,0,2,0,4,1,0.0,3.52,0.222,2.79,-0.062
273148,Bochum,2010-05-08,home,-1,0,13,0,1,2,0,0,2,0,5,0,0.154,3.52,0.154,2.38,0.062
273148,Hannover,2010-05-08,away,1,0,13,1,5,1,1,0,2,0,1,0,0.077,3.52,0.154,2.79,-0.062
273148,Bochum,2010-05-08,home,-2,0,20,0,4,1,1,0,5,0,4,0,0.05,3.52,0.25,2.38,0.062
273148,Hannover,2010-05-08,away,2,0,20,1,4,1,0,0,4,1,4,0,0.05,3.52,0.2,2.79,-0.062
273148,Bochum,2010-05-08,home,-3,0,45,0,9,3,2,0,10,3,7,1,0.067,3.52,0.222,2.38,0.062
273148,Hannover,2010-05-08,away,3,0,45,0,6,4,1,0,6,4,9,0,0.089,3.52,0.133,2.79,-0.062
273149,Stuttgart,2009-10-04,home,0,0,3,0,0,2,0,0,1,0,0,0,0.667,3.4,0.333,2.64,-0.009
273149,Werder Bremen,2009-10-04,away,0,0,3,1,0,0,0,0,1,1,0,0,0.0,3.4,0.333,2.58,0.009
273149,Stuttgart,2009-10-04,home,-1,0,45,0,11,1,0,0,4,2,9,3,0.022,3.4,0.089,2.64,-0.009
273149,Werder Bremen,2009-10-04,away,1,0,45,1,9,4,1,0,7,1,11,3,0.089,3.4,0.156,2.58,0.009
273149,Stuttgart,2009-10-04,home,-2,0,37,0,7,1,2,0,2,2,6,3,0.027,3.4,0.054,2.64,-0.009
273149,Werder Bremen,2009-10-04,away,2,0,37,0,6,3,0,0,3,1,7,4,0.081,3.4,0.081,2.58,0.009
273150,FC Koln,2009-11-21,home,0,0,5,0,1,0,0,0,0,0,1,1,0.0,3.51,0.0,3.69,-0.234
273150,Hoffenheim,2009-11-21,away,0,0,5,1,1,0,0,0,2,0,1,0,0.0,3.51,0.4,1.98,0.234
273150,FC Koln,2009-11-21,home,-1,0,4,0,1,1,0,0,1,0,2,0,0.25,3.51,0.25,3.69,-0.234
273150,Hoffenheim,2009-11-21,away,1,0,4,1,2,0,0,0,1,0,1,0,0.0,3.51,0.25,1.98,0.234
273150,FC Koln,2009-11-21,home,-2,0,33,0,9,1,2,0,0,2,7,0,0.03,3.51,0.0,3.69,-0.234
273150,Hoffenheim,2009-11-21,away,2,0,33,1,7,3,0,0,7,0,9,0,0.091,3.51,0.212,1.98,0.234
273150,FC Koln,2009-11-21,home,-3,0,41,0,11,0,1,0,2,0,7,2,0.0,3.51,0.049,3.69,-0.234
273150,Hoffenheim,2009-11-21,away,3,0,41,1,6,3,0,0,8,1,11,7,0.073,3.51,0.195,1.98,0.234
273150,FC Koln,2009-11-21,home,-4,0,0,0,0,0,0,0,0,0,0,0,0.0,3.51,0.0,3.69,-0.234
273150,Hoffenheim,2009-11-21,away,4,0,0,0,0,0,0,0,0,0,0,0,0.0,3.51,0.0,1.98,0.234
273151,Hoffenheim,2010-01-24,home,0,0,11,0,2,0,0,0,1,0,2,1,0.0,3.33,0.091,3.05,-0.111
273151,Bayer Leverkusen,2010-01-24,away,0,0,11,1,2,0,0,0,1,0,2,0,0.0,3.33,0.091,2.28,0.111
273151,Hoffenheim,2010-01-24,home,-1,0,37,0,10,0,0,0,7,0,11,1,0.0,3.33,0.189,3.05,-0.111
273151,Bayer Leverkusen,2010-01-24,away,1,0,37,1,11,0,2,0,4,1,10,0,0.0,3.33,0.108,2.28,0.111
273151,Hoffenheim,2010-01-24,home,-2,0,19,0,5,1,2,0,1,0,7,2,0.053,3.33,0.053,3.05,-0.111
273151,Bayer Leverkusen,2010-01-24,away,2,0,19,1,7,2,0,0,4,0,6,0,0.105,3.33,0.211,2.28,0.111
273151,Hoffenheim,2010-01-24,home,-3,0,16,0,1,1,0,0,1,1,2,2,0.062,3.33,0.062,3.05,-0.111
273151,Bayer Leverkusen,2010-01-24,away,3,0,16,0,2,0,1,0,1,0,1,1,0.0,3.33,0.062,2.28,0.111
273152,Bayern Munich,2010-04-17,home,0,0,21,1,6,4,1,0,9,0,3,0,0.19,6.98,0.429,1.17,0.79
273152,Hannover,2010-04-17,away,0,0,21,0,3,0,1,0,1,1,6,0,0.0,6.98,0.048,15.34,-0.79
273152,Bayern Munich,2010-04-17,home,1,0,2,1,0,0,0,0,2,0,0,0,0.0,6.98,1.0,1.17,0.79
273152,Hannover,2010-04-17,away,-1,0,2,0,0,0,0,0,0,0,0,0,0.0,6.98,0.0,15.34,-0.79
273152,Bayern Munich,2010-04-17,home,2,0,13,1,1,1,0,0,4,0,2,1,0.077,6.98,0.308,1.17,0.79
273152,Hannover,2010-04-17,away,-2,0,13,0,2,0,1,0,2,1,1,0,0.0,6.98,0.154,15.34,-0.79
273152,Bayern Munich,2010-04-17,home,3,0,4,1,1,0,0,0,2,0,0,0,0.0,6.98,0.5,1.17,0.79
273152,Hannover,2010-04-17,away,-3,0,4,0,0,0,0,0,0,1,1,0,0.0,6.98,0.0,15.34,-0.79
273152,Bayern Munich,2010-04-17,home,4,0,0,1,0,0,0,0,1,0,0,0,0.0,6.98,0.0,1.17,0.79
273152,Hannover,2010-04-17,away,-4,0,0,0,0,0,0,0,0,0,0,0,0.0,6.98,0.0,15.34,-0.79
273152,Bayern Munich,2010-04-17,home,5,0,11,1,1,3,0,0,4,0,1,0,0.273,6.98,0.364,1.17,0.79
273152,Hannover,2010-04-17,away,-5,0,11,0,1,0,0,0,1,2,1,0,0.0,6.98,0.091,15.34,-0.79
