"Date","HomeTeam","AwayTeam","HomeBet","DrawBet","AwayBet","Weighted.Win.Prob.Home","HomeTeam.espn","AwayTeam.espn"
"14 Dec 2012","Bayern Munich","B. Monchengladbach",1.16,7.6,15.12,0.795931399379675,"Bayern Munich","Borussia Monchengladbach"
"09 Dec 2012","Hannover","Bayer Leverkusen",3.1,3.49,2.23,-0.125849848112252,"Hannover 96","Bayer Leverkusen"
"09 Dec 2012","B. Monchengladbach","Mainz",2.4,3.28,2.98,0.081096196868009,"Borussia Monchengladbach","Mainz"
"08 Dec 2012","Eintracht Frankfurt","Werder Bremen",2.41,3.52,2.8,0.0577949021932424,"Eintracht Frankfurt","Werder Bremen"
"08 Dec 2012","Augsburg","Bayern Munich",12.9,5.75,1.25,-0.722480620155039,"FC Augsburg","Bayern Munich"
"08 Dec 2012","Dortmund","Wolfsburg",1.28,5.64,10.24,0.68359375,"Borussia Dortmund","VfL Wolfsburg"
"08 Dec 2012","Freiburg","Greuther Furth",1.63,3.69,5.83,0.441970345894411,"SC Freiburg","SpVgg Greuther Furth"
"08 Dec 2012","Nurnberg","Dusseldorf",1.8,3.49,4.58,0.337214944201844,"Nurnberg","Fortuna Dsseldorf"
"08 Dec 2012","Stuttgart","Schalke",3.08,3.36,2.3,-0.110107284020328,"VfB Stuttgart","Schalke 04"
"07 Dec 2012","Hamburger SV","Hoffenheim",2.13,3.44,3.36,0.17186452045607,"Hamburg SV","TSG Hoffenheim"
