"Date","HomeTeam","AwayTeam","HomeBet","DrawBet","AwayBet","Weighted.Win.Prob.Home","HomeTeam.espn","AwayTeam.espn"
"31 May 2009","Nurnberg","Cottbus",1.71,3.72,4.6,0.367404017289601,"Nurnberg","Energie Cottbus"
"28 May 2009","Cottbus","Nurnberg",2.42,3.18,2.96,0.07538530265803,"Energie Cottbus","Nurnberg"
"23 May 2009","FC Koln","Bochum",2.08,3.44,3.48,0.19341290893015,"FC Cologne","VfL Bochum"
"23 May 2009","Arminia Bielefeld","Hannover",1.65,4.18,4.75,0.395534290271132,"Arminia Bielefeld","Hannover 96"
"23 May 2009","B. Monchengladbach","Dortmund",3.59,3.48,2.02,-0.216497972917069,"Borussia Monchengladbach","Borussia Dortmund"
"23 May 2009","Bayern Munich","Stuttgart",1.63,4.13,4.89,0.408997955010225,"Bayern Munich","VfB Stuttgart"
"23 May 2009","Eintracht Frankfurt","Hamburger SV",3.89,3.5,1.94,-0.258394508785413,"Eintracht Frankfurt","Hamburg SV"
"23 May 2009","Cottbus","Bayer Leverkusen",2.91,3.74,2.24,-0.102785959744723,"Energie Cottbus","Bayer Leverkusen"
"23 May 2009","Karlsruher SC","Hertha Berlin",3.92,3.85,1.84,-0.288376220053239,"Karlsruher SC","Hertha Berlin"
"23 May 2009","Schalke","Hoffenheim",1.68,3.81,4.88,0.39032006245121,"Schalke 04","TSG Hoffenheim"
"23 May 2009","Wolfsburg","Werder Bremen",1.48,4.31,6.47,0.521116170266093,"VfL Wolfsburg","Werder Bremen"
"16 May 2009","Bayer Leverkusen","B. Monchengladbach",1.92,3.53,3.93,0.266380407124682,"Bayer Leverkusen","Borussia Monchengladbach"
"16 May 2009","Bochum","Eintracht Frankfurt",1.83,3.53,4.33,0.315501205214604,"VfL Bochum","Eintracht Frankfurt"
"16 May 2009","Dortmund","Arminia Bielefeld",1.44,4.34,7.16,0.554779639975171,"Borussia Dortmund","Arminia Bielefeld"
"16 May 2009","Hamburger SV","FC Koln",1.27,5.75,11.84,0.70294211534369,"Hamburg SV","FC Cologne"
"16 May 2009","Hannover","Wolfsburg",5.13,3.79,1.65,-0.411128832181464,"Hannover 96","VfL Wolfsburg"
"16 May 2009","Hertha Berlin","Schalke",1.96,3.4,3.88,0.252472122869766,"Hertha Berlin","Schalke 04"
"16 May 2009","Hoffenheim","Bayern Munich",6.72,4.16,1.49,-0.522331415787792,"TSG Hoffenheim","Bayern Munich"
"16 May 2009","Stuttgart","Cottbus",1.24,5.96,12.81,0.728387600412984,"VfB Stuttgart","Energie Cottbus"
"16 May 2009","Werder Bremen","Karlsruher SC",1.52,4.16,6.46,0.503095975232198,"Werder Bremen","Karlsruher SC"
"13 May 2009","Arminia Bielefeld","Hoffenheim",2.23,3.4,3.19,0.134950869449091,"Arminia Bielefeld","TSG Hoffenheim"
"13 May 2009","Eintracht Frankfurt","Werder Bremen",2.5,3.36,2.77,0.0389891696750903,"Eintracht Frankfurt","Werder Bremen"
"13 May 2009","Cottbus","B. Monchengladbach",2.4,3.17,3.06,0.0898692810457516,"Energie Cottbus","Borussia Monchengladbach"
"13 May 2009","Hamburger SV","Bochum",1.47,4.16,7.04,0.538226654298083,"Hamburg SV","VfL Bochum"
"13 May 2009","Schalke","Stuttgart",2.32,3.43,2.98,0.095464012959963,"Schalke 04","VfB Stuttgart"
"12 May 2009","FC Koln","Hertha Berlin",4.72,3.56,1.76,-0.356317411402157,"FC Cologne","Hertha Berlin"
"12 May 2009","Bayern Munich","Bayer Leverkusen",1.32,5.24,9.11,0.647806273492333,"Bayern Munich","Bayer Leverkusen"
"12 May 2009","Karlsruher SC","Hannover",1.94,3.55,3.82,0.253683812813731,"Karlsruher SC","Hannover 96"
"12 May 2009","Wolfsburg","Dortmund",1.94,3.51,3.84,0.255047250859107,"VfL Wolfsburg","Borussia Dortmund"
"10 May 2009","B. Monchengladbach","Schalke",3.34,3.36,2.17,-0.161428295482767,"Borussia Monchengladbach","Schalke 04"
"10 May 2009","Werder Bremen","Hamburger SV",2.52,3.35,2.74,0.0318618931757618,"Werder Bremen","Hamburg SV"
"09 May 2009","Dortmund","Karlsruher SC",1.47,4.19,7.36,0.544402543626146,"Borussia Dortmund","Karlsruher SC"
"09 May 2009","Cottbus","Bayern Munich",7.91,4.61,1.4,-0.587863463969659,"Energie Cottbus","Bayern Munich"
"09 May 2009","Hannover","Eintracht Frankfurt",1.98,3.35,3.85,0.245310245310245,"Hannover 96","Eintracht Frankfurt"
"09 May 2009","Hertha Berlin","Bochum",1.64,3.66,5.66,0.433077652331294,"Hertha Berlin","VfL Bochum"
"09 May 2009","Hoffenheim","FC Koln",1.87,3.5,4.22,0.29779253364422,"TSG Hoffenheim","FC Cologne"
"09 May 2009","Stuttgart","Wolfsburg",2.23,3.41,3.15,0.130970175813225,"VfB Stuttgart","VfL Wolfsburg"
"08 May 2009","Bayer Leverkusen","Arminia Bielefeld",1.51,4,6.8,0.515192832099727,"Bayer Leverkusen","Arminia Bielefeld"
"03 May 2009","FC Koln","Werder Bremen",2.76,3.35,2.52,-0.0345065562456866,"FC Cologne","Werder Bremen"
"03 May 2009","Hamburger SV","Hertha Berlin",1.85,3.46,4.34,0.310125793996762,"Hamburg SV","Hertha Berlin"
"02 May 2009","Arminia Bielefeld","Stuttgart",5.01,3.51,1.74,-0.375111845274967,"Arminia Bielefeld","VfB Stuttgart"
"02 May 2009","Bayern Munich","B. Monchengladbach",1.22,6.19,13.95,0.747987543333921,"Bayern Munich","Borussia Monchengladbach"
"02 May 2009","Eintracht Frankfurt","Dortmund",3.58,3.44,2.03,-0.213281228499876,"Eintracht Frankfurt","Borussia Dortmund"
"02 May 2009","Karlsruher SC","Cottbus",1.88,3.43,4.27,0.297722856146295,"Karlsruher SC","Energie Cottbus"
"02 May 2009","Schalke","Bayer Leverkusen",1.8,3.52,4.45,0.33083645443196,"Schalke 04","Bayer Leverkusen"
"02 May 2009","Wolfsburg","Hoffenheim",1.49,4.2,6.79,0.523865534589952,"VfL Wolfsburg","TSG Hoffenheim"
"01 May 2009","Bochum","Hannover",1.95,3.49,3.92,0.257718472004186,"VfL Bochum","Hannover 96"
"26 Apr 2009","B. Monchengladbach","Arminia Bielefeld",1.78,3.53,4.63,0.345815031426699,"Borussia Monchengladbach","Arminia Bielefeld"
"26 Apr 2009","Cottbus","Wolfsburg",5.68,3.85,1.6,-0.448943661971831,"Energie Cottbus","VfL Wolfsburg"
"25 Apr 2009","Hannover","FC Koln",1.94,3.44,3.98,0.264207636118738,"Hannover 96","FC Cologne"
"25 Apr 2009","Bayer Leverkusen","Karlsruher SC",1.41,4.37,7.87,0.582155055106473,"Bayer Leverkusen","Karlsruher SC"
"25 Apr 2009","Bayern Munich","Schalke",1.65,3.71,5.38,0.420187000112651,"Bayern Munich","Schalke 04"
"25 Apr 2009","Dortmund","Hamburger SV",2.13,3.34,3.48,0.182127246236037,"Borussia Dortmund","Hamburg SV"
"25 Apr 2009","Stuttgart","Eintracht Frankfurt",1.38,4.57,8.46,0.606434371466749,"VfB Stuttgart","Eintracht Frankfurt"
"25 Apr 2009","Werder Bremen","Bochum",1.48,4.09,6.94,0.531583456655503,"Werder Bremen","VfL Bochum"
"24 Apr 2009","Hoffenheim","Hertha Berlin",2.24,3.39,3.14,0.127957233848954,"TSG Hoffenheim","Hertha Berlin"
"19 Apr 2009","Hamburger SV","Hannover",1.46,4.25,7.16,0.545266702380041,"Hamburg SV","Hannover 96"
"19 Apr 2009","Hertha Berlin","Werder Bremen",2.82,3.35,2.46,-0.0518941359626362,"Hertha Berlin","Werder Bremen"
"18 Apr 2009","FC Koln","Stuttgart",3.61,3.38,2.05,-0.210796567799473,"FC Cologne","VfB Stuttgart"
"18 Apr 2009","Arminia Bielefeld","Bayern Munich",8.07,4.25,1.42,-0.580309614814039,"Arminia Bielefeld","Bayern Munich"
"18 Apr 2009","Bochum","Dortmund",2.91,3.36,2.41,-0.0712951476522508,"VfL Bochum","Borussia Dortmund"
"18 Apr 2009","Eintracht Frankfurt","B. Monchengladbach",2.12,3.32,3.45,0.181843040743779,"Eintracht Frankfurt","Borussia Monchengladbach"
"18 Apr 2009","Karlsruher SC","Hoffenheim",2.78,3.34,2.49,-0.0418941954869838,"Karlsruher SC","TSG Hoffenheim"
"18 Apr 2009","Wolfsburg","Bayer Leverkusen",1.84,3.44,4.38,0.31516775858646,"VfL Wolfsburg","Bayer Leverkusen"
"17 Apr 2009","Schalke","Cottbus",1.32,5,10.55,0.662789027717938,"Schalke 04","Energie Cottbus"
"12 Apr 2009","Bayer Leverkusen","Werder Bremen",2.2,3.43,3.19,0.141065830721003,"Bayer Leverkusen","Werder Bremen"
"12 Apr 2009","Stuttgart","Hamburger SV",2.02,3.42,3.68,0.223310374515712,"VfB Stuttgart","Hamburg SV"
"11 Apr 2009","B. Monchengladbach","Wolfsburg",4.15,3.44,1.89,-0.288136673678842,"Borussia Monchengladbach","VfL Wolfsburg"
"11 Apr 2009","Bayern Munich","Eintracht Frankfurt",1.3,5.33,9.96,0.668829162805066,"Bayern Munich","Eintracht Frankfurt"
"11 Apr 2009","Dortmund","FC Koln",1.66,3.61,5.46,0.419259455404034,"Borussia Dortmund","FC Cologne"
"11 Apr 2009","Cottbus","Arminia Bielefeld",2.19,3.27,3.38,0.16076301640053,"Energie Cottbus","Arminia Bielefeld"
"11 Apr 2009","Hannover","Hertha Berlin",2.52,3.31,2.77,0.035814566500487,"Hannover 96","Hertha Berlin"
"11 Apr 2009","Hoffenheim","Bochum",1.68,3.56,5.37,0.40901835594573,"TSG Hoffenheim","VfL Bochum"
"11 Apr 2009","Schalke","Karlsruher SC",1.35,4.75,9,0.62962962962963,"Schalke 04","Karlsruher SC"
"05 Apr 2009","FC Koln","Bayer Leverkusen",3.36,3.29,2.12,-0.1740790655885,"FC Cologne","Bayer Leverkusen"
"05 Apr 2009","Karlsruher SC","B. Monchengladbach",2.28,3.28,2.96,0.100758653390232,"Karlsruher SC","Borussia Monchengladbach"
"05 Apr 2009","Werder Bremen","Hannover",1.41,4.31,7.63,0.578158259204521,"Werder Bremen","Hannover 96"
"04 Apr 2009","Bochum","Stuttgart",2.9,3.29,2.35,-0.0807043286867205,"VfL Bochum","VfB Stuttgart"
"04 Apr 2009","Eintracht Frankfurt","Cottbus",1.83,3.4,4.28,0.31280322761861,"Eintracht Frankfurt","Energie Cottbus"
"04 Apr 2009","Hamburger SV","Hoffenheim",1.77,3.48,4.37,0.336138799467349,"Hamburg SV","TSG Hoffenheim"
"04 Apr 2009","Hertha Berlin","Dortmund",1.96,3.3,3.83,0.249107475888528,"Hertha Berlin","Borussia Dortmund"
"04 Apr 2009","Wolfsburg","Bayern Munich",2.62,3.29,2.58,-0.0059175099118291,"VfL Wolfsburg","Bayern Munich"
"03 Apr 2009","Arminia Bielefeld","Schalke",3.49,3.28,2.07,-0.196558836150215,"Arminia Bielefeld","Schalke 04"
"22 Mar 2009","Schalke","Hamburger SV",2.13,3.34,3.41,0.176228436110308,"Schalke 04","Hamburg SV"
"21 Mar 2009","Arminia Bielefeld","Wolfsburg",3.46,3.38,2.07,-0.194074446399151,"Arminia Bielefeld","VfL Wolfsburg"
"21 Mar 2009","Bayer Leverkusen","Eintracht Frankfurt",1.51,4,6.98,0.51898517998444,"Bayer Leverkusen","Eintracht Frankfurt"
"21 Mar 2009","Bayern Munich","Karlsruher SC",1.18,6.87,13.87,0.775359573766085,"Bayern Munich","Karlsruher SC"
"21 Mar 2009","Dortmund","Werder Bremen",2.86,3.34,2.41,-0.0652874096857499,"Borussia Dortmund","Werder Bremen"
"21 Mar 2009","Cottbus","FC Koln",2.33,3.3,3.03,0.0991515460558932,"Energie Cottbus","FC Cologne"
"21 Mar 2009","Hoffenheim","Hannover",1.6,3.72,5.84,0.453767123287671,"TSG Hoffenheim","Hannover 96"
"21 Mar 2009","Stuttgart","Hertha Berlin",2.16,3.38,3.31,0.160848159337585,"VfB Stuttgart","Hertha Berlin"
"20 Mar 2009","B. Monchengladbach","Bochum",1.99,3.4,3.77,0.23726057342415,"Borussia Monchengladbach","VfL Bochum"
"15 Mar 2009","Hamburger SV","Cottbus",1.41,4.29,8.15,0.586520471652961,"Hamburg SV","Energie Cottbus"
"15 Mar 2009","Werder Bremen","Stuttgart",1.88,3.52,4.07,0.286214647916776,"Werder Bremen","VfB Stuttgart"
"14 Mar 2009","FC Koln","B. Monchengladbach",2.15,3.29,3.44,0.174418604651163,"FC Cologne","Borussia Monchengladbach"
"14 Mar 2009","Bochum","Bayern Munich",6.03,3.87,1.57,-0.471105195888921,"VfL Bochum","Bayern Munich"
"14 Mar 2009","Eintracht Frankfurt","Hoffenheim",2.93,3.32,2.38,-0.0788711388992457,"Eintracht Frankfurt","TSG Hoffenheim"
"14 Mar 2009","Hannover","Dortmund",2.5,3.29,2.79,0.0415770609318997,"Hannover 96","Borussia Dortmund"
"14 Mar 2009","Hertha Berlin","Bayer Leverkusen",2.55,3.34,2.73,0.0258564964447318,"Hertha Berlin","Bayer Leverkusen"
"14 Mar 2009","Karlsruher SC","Arminia Bielefeld",2.12,3.29,3.54,0.189212237501332,"Karlsruher SC","Arminia Bielefeld"
"13 Mar 2009","Wolfsburg","Schalke",2.18,3.25,3.29,0.15476422854912,"VfL Wolfsburg","Schalke 04"
"08 Mar 2009","Arminia Bielefeld","Eintracht Frankfurt",2.22,3.28,3.29,0.146499082669295,"Arminia Bielefeld","Eintracht Frankfurt"
"08 Mar 2009","Bayer Leverkusen","Bochum",1.49,4.03,7.11,0.530493963507301,"Bayer Leverkusen","VfL Bochum"
"07 Mar 2009","B. Monchengladbach","Hamburger SV",3.13,3.32,2.28,-0.119107673336696,"Borussia Monchengladbach","Hamburg SV"
"07 Mar 2009","Bayern Munich","Hannover",1.32,5.18,9.47,0.651979136667627,"Bayern Munich","Hannover 96"
"07 Mar 2009","Cottbus","Hertha Berlin",2.87,3.31,2.43,-0.063090577995727,"Energie Cottbus","Hertha Berlin"
"07 Mar 2009","Hoffenheim","Werder Bremen",2.9,3.39,2.37,-0.0771133420631456,"TSG Hoffenheim","Werder Bremen"
"07 Mar 2009","Stuttgart","Dortmund",1.91,3.4,4.05,0.27664662917717,"VfB Stuttgart","Borussia Dortmund"
"07 Mar 2009","Wolfsburg","Karlsruher SC",1.38,4.59,8.39,0.605448169836417,"VfL Wolfsburg","Karlsruher SC"
"06 Mar 2009","Schalke","FC Koln",1.6,3.69,6.1,0.461065573770492,"Schalke 04","FC Cologne"
"01 Mar 2009","Hamburger SV","Wolfsburg",1.86,3.51,4.21,0.300104717390749,"Hamburg SV","VfL Wolfsburg"
"01 Mar 2009","Karlsruher SC","Stuttgart",3.11,3.34,2.29,-0.115137814347295,"Karlsruher SC","VfB Stuttgart"
"01 Mar 2009","Werder Bremen","Bayern Munich",2.68,3.31,2.6,-0.0114810562571757,"Werder Bremen","Bayern Munich"
"28 Feb 2009","Bochum","Cottbus",1.89,3.46,4.21,0.291570837889128,"VfL Bochum","Energie Cottbus"
"28 Feb 2009","Dortmund","Hoffenheim",2.42,3.31,2.92,0.0707573870712103,"Borussia Dortmund","TSG Hoffenheim"
"28 Feb 2009","Eintracht Frankfurt","Schalke",3.67,3.44,2.02,-0.222569940917797,"Eintracht Frankfurt","Schalke 04"
"28 Feb 2009","Hannover","Bayer Leverkusen",3.61,3.43,2.02,-0.218041194701188,"Hannover 96","Bayer Leverkusen"
"28 Feb 2009","Hertha Berlin","B. Monchengladbach",1.71,3.46,5.25,0.394319131161236,"Hertha Berlin","Borussia Monchengladbach"
"27 Feb 2009","FC Koln","Arminia Bielefeld",1.92,3.29,4.02,0.272077114427861,"FC Cologne","Arminia Bielefeld"
"22 Feb 2009","Bayer Leverkusen","Hamburger SV",1.99,3.43,3.71,0.232970783838329,"Bayer Leverkusen","Hamburg SV"
"21 Feb 2009","Arminia Bielefeld","Bochum",2.24,3.27,3.27,0.140618173875055,"Arminia Bielefeld","VfL Bochum"
"21 Feb 2009","B. Monchengladbach","Hannover",2.21,3.34,3.24,0.143846712474163,"Borussia Monchengladbach","Hannover 96"
"21 Feb 2009","Bayern Munich","FC Koln",1.26,5.62,11.67,0.70796099073734,"Bayern Munich","FC Cologne"
"21 Feb 2009","Cottbus","Werder Bremen",4.76,3.68,1.72,-0.371311315223764,"Energie Cottbus","Werder Bremen"
"21 Feb 2009","Karlsruher SC","Eintracht Frankfurt",2.11,3.32,3.48,0.186577327450019,"Karlsruher SC","Eintracht Frankfurt"
"21 Feb 2009","Stuttgart","Hoffenheim",2.09,3.35,3.48,0.191112577682451,"VfB Stuttgart","TSG Hoffenheim"
"21 Feb 2009","Wolfsburg","Hertha Berlin",1.92,3.45,4.02,0.272077114427861,"VfL Wolfsburg","Hertha Berlin"
"20 Feb 2009","Schalke","Dortmund",1.78,3.45,4.8,0.353464419475655,"Schalke 04","Borussia Dortmund"
"15 Feb 2009","Dortmund","Cottbus",1.5,3.88,6.92,0.522157996146435,"Borussia Dortmund","Energie Cottbus"
"15 Feb 2009","Hamburger SV","Arminia Bielefeld",1.42,4.12,7.92,0.57796272585005,"Hamburg SV","Arminia Bielefeld"
"14 Feb 2009","FC Koln","Karlsruher SC",1.93,3.29,3.94,0.264327608426922,"FC Cologne","Karlsruher SC"
"14 Feb 2009","Bochum","Schalke",3.71,3.38,1.98,-0.235508726074764,"VfL Bochum","Schalke 04"
"14 Feb 2009","Eintracht Frankfurt","Wolfsburg",2.91,3.38,2.38,-0.076525455543042,"Eintracht Frankfurt","VfL Wolfsburg"
"14 Feb 2009","Hannover","Stuttgart",2.98,3.3,2.31,-0.0973299631017752,"Hannover 96","VfB Stuttgart"
"14 Feb 2009","Hertha Berlin","Bayern Munich",4.35,3.48,1.82,-0.319565491979285,"Hertha Berlin","Bayern Munich"
"14 Feb 2009","Werder Bremen","B. Monchengladbach",1.35,4.59,8.68,0.625533367468851,"Werder Bremen","Borussia Monchengladbach"
"13 Feb 2009","Hoffenheim","Bayer Leverkusen",2.4,3.39,2.86,0.067016317016317,"TSG Hoffenheim","Bayer Leverkusen"
"08 Feb 2009","Bayern Munich","Dortmund",1.35,4.57,9.7,0.637647957235586,"Bayern Munich","Borussia Dortmund"
"08 Feb 2009","Cottbus","Hannover",2.61,3.29,2.67,0.00860992724611476,"Energie Cottbus","Hannover 96"
"07 Feb 2009","B. Monchengladbach","Hoffenheim",3.44,3.42,2.09,-0.187771225102926,"Borussia Monchengladbach","TSG Hoffenheim"
"07 Feb 2009","Bayer Leverkusen","Stuttgart",1.76,3.56,4.72,0.356317411402157,"Bayer Leverkusen","VfB Stuttgart"
"07 Feb 2009","Eintracht Frankfurt","FC Koln",2.13,3.32,3.33,0.169183267774817,"Eintracht Frankfurt","FC Cologne"
"07 Feb 2009","Karlsruher SC","Hamburger SV",3.92,3.35,1.97,-0.252512172381643,"Karlsruher SC","Hamburg SV"
"07 Feb 2009","Schalke","Werder Bremen",2.01,3.39,3.72,0.22869523350987,"Schalke 04","Werder Bremen"
"07 Feb 2009","Wolfsburg","Bochum",1.47,4.02,7.29,0.543097897595252,"VfL Wolfsburg","VfL Bochum"
"06 Feb 2009","Arminia Bielefeld","Hertha Berlin",2.55,3.22,2.71,0.0231531727081977,"Arminia Bielefeld","Hertha Berlin"
"01 Feb 2009","Bochum","Karlsruher SC",1.93,3.39,3.92,0.26303267420958,"VfL Bochum","Karlsruher SC"
"01 Feb 2009","Werder Bremen","Arminia Bielefeld",1.4,4.35,7.86,0.587059251181389,"Werder Bremen","Arminia Bielefeld"
"31 Jan 2009","Dortmund","Bayer Leverkusen",2.74,3.27,2.48,-0.0382623028019779,"Borussia Dortmund","Bayer Leverkusen"
"31 Jan 2009","Hannover","Schalke",3,3.29,2.3,-0.101449275362319,"Hannover 96","Schalke 04"
"31 Jan 2009","FC Koln","Wolfsburg",3.58,3.34,2.04,-0.210866469492825,"FC Cologne","VfL Wolfsburg"
"31 Jan 2009","Hertha Berlin","Eintracht Frankfurt",1.76,3.47,4.88,0.363263785394933,"Hertha Berlin","Eintracht Frankfurt"
"31 Jan 2009","Hoffenheim","Cottbus",1.39,4.57,7.78,0.590889756061475,"TSG Hoffenheim","Energie Cottbus"
"31 Jan 2009","Stuttgart","B. Monchengladbach",1.43,4.21,7.44,0.564892097150162,"VfB Stuttgart","Borussia Monchengladbach"
"30 Jan 2009","Hamburger SV","Bayern Munich",3.64,3.45,2.02,-0.22032423022522,"Hamburg SV","Bayern Munich"
"14 Dec 2008","Hoffenheim","Schalke",2.18,3.3,3.26,0.151967130072606,"TSG Hoffenheim","Schalke 04"
"13 Dec 2008","Bayer Leverkusen","Cottbus",1.3,5.15,10.59,0.674802062904046,"Bayer Leverkusen","Energie Cottbus"
"13 Dec 2008","Bochum","FC Koln",2.12,3.31,3.46,0.182680772167085,"VfL Bochum","FC Cologne"
"13 Dec 2008","Hamburger SV","Eintracht Frankfurt",1.41,4.34,8.08,0.585457481918405,"Hamburg SV","Eintracht Frankfurt"
"13 Dec 2008","Hannover","Arminia Bielefeld",1.83,3.46,4.42,0.320203743540291,"Hannover 96","Arminia Bielefeld"
"13 Dec 2008","Hertha Berlin","Karlsruher SC",1.58,3.8,6.15,0.470309766388803,"Hertha Berlin","Karlsruher SC"
"13 Dec 2008","Stuttgart","Bayern Munich",3.73,3.09,2.18,-0.190619081584967,"VfB Stuttgart","Bayern Munich"
"13 Dec 2008","Werder Bremen","Wolfsburg",2.05,3.45,3.51,0.202904593148496,"Werder Bremen","VfL Wolfsburg"
"12 Dec 2008","Dortmund","B. Monchengladbach",1.44,4.06,7.37,0.558759234132368,"Borussia Dortmund","Borussia Monchengladbach"
"07 Dec 2008","FC Koln","Hamburger SV",3.03,3.25,2.36,-0.093695810258992,"FC Cologne","Hamburg SV"
"07 Dec 2008","Wolfsburg","Hannover",1.54,4.01,6.38,0.492610837438424,"VfL Wolfsburg","Hannover 96"
"06 Dec 2008","Arminia Bielefeld","Dortmund",3.42,3.35,2.14,-0.174892058807455,"Arminia Bielefeld","Borussia Dortmund"
"06 Dec 2008","B. Monchengladbach","Bayer Leverkusen",4.59,3.63,1.75,-0.353563647681295,"Borussia Monchengladbach","Bayer Leverkusen"
"06 Dec 2008","Eintracht Frankfurt","Bochum",2.12,3.3,3.52,0.187607204116638,"Eintracht Frankfurt","VfL Bochum"
"06 Dec 2008","Cottbus","Stuttgart",3.42,3.32,2.15,-0.172718618251054,"Energie Cottbus","VfB Stuttgart"
"06 Dec 2008","Karlsruher SC","Werder Bremen",5.54,3.8,1.63,-0.432991517352883,"Karlsruher SC","Werder Bremen"
"06 Dec 2008","Schalke","Hertha Berlin",1.71,3.59,5.14,0.390242792454548,"Schalke 04","Hertha Berlin"
"05 Dec 2008","Bayern Munich","Hoffenheim",1.71,3.49,5.26,0.394681253196362,"Bayern Munich","TSG Hoffenheim"
"30 Nov 2008","Bochum","Hamburger SV",3.03,3.32,2.35,-0.095498911593287,"VfL Bochum","Hamburg SV"
"30 Nov 2008","Dortmund","Wolfsburg",2.17,3.38,3.12,0.140316672574737,"Borussia Dortmund","VfL Wolfsburg"
"30 Nov 2008","Stuttgart","Schalke",2.5,3.31,2.81,0.0441281138790036,"VfB Stuttgart","Schalke 04"
"29 Nov 2008","B. Monchengladbach","Cottbus",1.76,3.52,4.73,0.35676532769556,"Borussia Monchengladbach","Energie Cottbus"
"29 Nov 2008","Bayer Leverkusen","Bayern Munich",2.71,3.37,2.52,-0.0278217067884964,"Bayer Leverkusen","Bayern Munich"
"29 Nov 2008","Hannover","Karlsruher SC",1.86,3.38,4.38,0.309323906319045,"Hannover 96","Karlsruher SC"
"29 Nov 2008","Hoffenheim","Arminia Bielefeld",1.42,4.41,7.85,0.576836817080829,"TSG Hoffenheim","Arminia Bielefeld"
"29 Nov 2008","Werder Bremen","Eintracht Frankfurt",1.39,4.59,8.28,0.598651513571751,"Werder Bremen","Eintracht Frankfurt"
"28 Nov 2008","Hertha Berlin","FC Koln",1.75,3.48,4.92,0.368176538908246,"Hertha Berlin","FC Cologne"
"23 Nov 2008","Hamburger SV","Werder Bremen",2.38,3.57,2.81,0.0642961811058943,"Hamburg SV","Werder Bremen"
"22 Nov 2008","FC Koln","Hoffenheim",3.1,3.41,2.24,-0.123847926267281,"FC Cologne","TSG Hoffenheim"
"22 Nov 2008","Arminia Bielefeld","Bayer Leverkusen",5.41,3.67,1.66,-0.417566755005234,"Arminia Bielefeld","Bayer Leverkusen"
"22 Nov 2008","Bayern Munich","Cottbus",1.12,7.06,17.2,0.834717607973422,"Bayern Munich","Energie Cottbus"
"22 Nov 2008","Bochum","Hertha Berlin",2.52,3.3,2.74,0.0318618931757618,"VfL Bochum","Hertha Berlin"
"22 Nov 2008","Eintracht Frankfurt","Hannover",2.14,3.33,3.4,0.173172072567345,"Eintracht Frankfurt","Hannover 96"
"22 Nov 2008","Schalke","B. Monchengladbach",1.39,4.45,8.59,0.603010025041666,"Schalke 04","Borussia Monchengladbach"
"22 Nov 2008","Wolfsburg","Stuttgart",1.92,3.44,4.11,0.277524330900243,"VfL Wolfsburg","VfB Stuttgart"
"21 Nov 2008","Karlsruher SC","Dortmund",2.95,3.26,2.34,-0.0883673765029698,"Karlsruher SC","Borussia Dortmund"
"16 Nov 2008","Werder Bremen","FC Koln",1.42,4.35,7.68,0.574017018779343,"Werder Bremen","FC Cologne"
"15 Nov 2008","B. Monchengladbach","Bayern Munich",6.79,4.05,1.5,-0.519391261659303,"Borussia Monchengladbach","Bayern Munich"
"15 Nov 2008","Bayer Leverkusen","Schalke",2.25,3.29,3.22,0.133885438233264,"Bayer Leverkusen","Schalke 04"
"15 Nov 2008","Dortmund","Eintracht Frankfurt",1.61,3.79,5.62,0.443182069361862,"Borussia Dortmund","Eintracht Frankfurt"
"15 Nov 2008","Cottbus","Karlsruher SC",2.34,3.28,3.05,0.099481574891411,"Energie Cottbus","Karlsruher SC"
"15 Nov 2008","Hertha Berlin","Hamburger SV",2.62,3.29,2.66,0.00573953968891694,"Hertha Berlin","Hamburg SV"
"15 Nov 2008","Hoffenheim","Wolfsburg",2.12,3.43,3.35,0.17319065052098,"TSG Hoffenheim","VfL Wolfsburg"
"15 Nov 2008","Stuttgart","Arminia Bielefeld",1.37,4.68,8.78,0.616031790898359,"VfB Stuttgart","Arminia Bielefeld"
"14 Nov 2008","Hannover","Bochum",1.93,3.08,4.23,0.281728095640564,"Hannover 96","VfL Bochum"
"09 Nov 2008","Eintracht Frankfurt","Stuttgart",3.04,3.32,2.32,-0.102087114337568,"Eintracht Frankfurt","VfB Stuttgart"
"09 Nov 2008","Hertha Berlin","Hoffenheim",2.69,3.45,2.5,-0.0282527881040892,"Hertha Berlin","TSG Hoffenheim"
"09 Nov 2008","Schalke","Bayern Munich",2.65,3.27,2.66,0.00141864094197763,"Schalke 04","Bayern Munich"
"08 Nov 2008","Arminia Bielefeld","B. Monchengladbach",2.16,3.32,3.36,0.165343915343915,"Arminia Bielefeld","Borussia Monchengladbach"
"08 Nov 2008","Bochum","Werder Bremen",4.25,3.61,1.82,-0.314156431803491,"VfL Bochum","Werder Bremen"
"08 Nov 2008","Hamburger SV","Dortmund",1.88,3.39,4.33,0.300968011399931,"Hamburg SV","Borussia Dortmund"
"08 Nov 2008","Karlsruher SC","Bayer Leverkusen",4.96,3.48,1.74,-0.373099740452354,"Karlsruher SC","Bayer Leverkusen"
"08 Nov 2008","Wolfsburg","Cottbus",1.29,5.26,10.35,0.67857544096169,"VfL Wolfsburg","Energie Cottbus"
"07 Nov 2008","FC Koln","Hannover",2.33,3.14,3.14,0.110713211776605,"FC Cologne","Hannover 96"
