Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
19-May-13,Chelsea,Everton,1.75,3.75,4.8
19-May-13,Liverpool,QPR,1.25,6.18,12.4
19-May-13,Manchester City,Norwich,1.28,5.62,11.78
19-May-13,Newcastle,Arsenal,6.15,4.37,1.52
19-May-13,Southampton,Stoke,1.69,3.65,5.5
19-May-13,Swansea,Fulham,1.65,3.9,5.43
19-May-13,Tottenham,Sunderland,1.25,5.99,13.4
19-May-13,West Brom,Manchester Utd,3.75,3.41,2.04
19-May-13,West Ham,Reading,1.61,3.98,5.78
19-May-13,Wigan,Aston Villa,2.06,3.48,3.65
14-May-13,Reading,Manchester City,6.62,4.58,1.48
14-May-13,Arsenal,Wigan,1.37,5.22,7.98
12-May-13,Manchester Utd,Swansea,1.35,4.98,9.54
12-May-13,Everton,West Ham,1.51,4.2,6.78
12-May-13,Fulham,Liverpool,3.85,3.44,2.05
12-May-13,Norwich,West Brom,2.41,3.26,3.09
12-May-13,QPR,Newcastle,3,3.42,2.4
12-May-13,Sunderland,Southampton,3.19,3.04,2.47
12-May-13,Stoke,Tottenham,4.7,3.57,1.82
11-May-13,Aston Villa,Chelsea,5.26,4.03,1.65
8-May-13,Chelsea,Tottenham,1.82,3.71,4.35
7-May-13,Manchester City,West Brom,1.4,4.77,8.54
7-May-13,Wigan,Swansea,1.79,3.69,4.64
6-May-13,Sunderland,Stoke,2.28,3.05,3.58
5-May-13,Manchester Utd,Chelsea,2.34,3.41,3.08
5-May-13,Liverpool,Everton,1.93,3.48,4.11
4-May-13,QPR,Arsenal,8.53,4.92,1.38
4-May-13,Fulham,Reading,1.68,3.8,5.26
4-May-13,Norwich,Aston Villa,2.56,3.15,2.94
4-May-13,Swansea,Manchester City,4.85,3.6,1.78
4-May-13,Tottenham,Southampton,1.52,4.16,6.59
4-May-13,West Brom,Wigan,2.32,3.4,3.09
4-May-13,West Ham,Newcastle,2.2,3.41,3.33
29-Apr-13,Aston Villa,Sunderland,2.21,3.29,3.5
28-Apr-13,Arsenal,Manchester Utd,2.25,3.52,3.23
28-Apr-13,Chelsea,Swansea,1.38,4.94,8.61
28-Apr-13,Reading,QPR,2.45,3.45,2.89
27-Apr-13,Newcastle,Liverpool,3.06,3.41,2.36
27-Apr-13,Everton,Fulham,1.48,4.33,7.38
27-Apr-13,Southampton,West Brom,1.73,3.76,4.97
27-Apr-13,Stoke,Norwich,2.11,3.15,3.94
27-Apr-13,Wigan,Tottenham,3.28,3.46,2.23
27-Apr-13,Manchester City,West Ham,1.23,6.38,13.75
22-Apr-13,Manchester Utd,Aston Villa,1.23,6.44,12.94
21-Apr-13,Liverpool,Chelsea,2.14,3.45,3.5
21-Apr-13,Tottenham,Manchester City,2.79,3.23,2.67
20-Apr-13,Fulham,Arsenal,6.29,4.18,1.55
20-Apr-13,Swansea,Southampton,2.24,3.35,3.34
20-Apr-13,West Brom,Newcastle,2.35,3.37,3.09
20-Apr-13,West Ham,Wigan,2.37,3.37,3.08
20-Apr-13,Norwich,Reading,1.75,3.68,5.01
20-Apr-13,QPR,Stoke,2.14,3.24,3.74
20-Apr-13,Sunderland,Everton,3.37,3.31,2.25
17-Apr-13,Fulham,Chelsea,5.12,3.77,1.7
17-Apr-13,Manchester City,Wigan,1.3,5.46,11.3
