Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
21 May 2018,Holstein Kiel,Wolfsburg,2.31,3.71,2.90
17 May 2018,Wolfsburg,Holstein Kiel,2.00,3.38,4.02
12 May 2018,Bayer Leverkusen,Hannover,1.21,7.41,12.20
12 May 2018,Bayern Munich,Stuttgart,1.17,8.31,13.81
12 May 2018,Freiburg,Augsburg,2.09,3.18,3.98
12 May 2018,Hamburger SV,B. Monchengladbach,2.23,3.95,2.91
12 May 2018,Hertha Berlin,RB Leipzig,4.17,4.02,1.80
12 May 2018,Hoffenheim,Dortmund,2.25,4.11,2.79
12 May 2018,Mainz,Werder Bremen,2.55,3.71,2.62
12 May 2018,Schalke,Eintracht Frankfurt,2.23,3.42,3.27
12 May 2018,Wolfsburg,FC Koln,1.64,4.10,5.33
05 May 2018,FC Koln,Bayern Munich,9.73,6.09,1.29
05 May 2018,Augsburg,Schalke,3.08,3.25,2.43
05 May 2018,B. Monchengladbach,Freiburg,2.01,3.49,3.87
05 May 2018,Dortmund,Mainz,1.34,5.49,8.93
05 May 2018,Eintracht Frankfurt,Hamburger SV,1.94,3.76,3.81
05 May 2018,Hannover,Hertha Berlin,2.64,3.32,2.73
05 May 2018,RB Leipzig,Wolfsburg,1.74,3.99,4.61
05 May 2018,Stuttgart,Hoffenheim,2.92,3.69,2.32
05 May 2018,Werder Bremen,Bayer Leverkusen,3.83,4.08,1.86
29 Apr 2018,Werder Bremen,Dortmund,3.90,3.99,1.86
29 Apr 2018,Mainz,RB Leipzig,3.50,3.65,2.07
28 Apr 2018,Bayer Leverkusen,Stuttgart,1.46,4.72,6.87
28 Apr 2018,Bayern Munich,Eintracht Frankfurt,1.97,3.61,3.87
28 Apr 2018,Freiburg,FC Koln,2.09,3.52,3.49
28 Apr 2018,Hertha Berlin,Augsburg,2.08,3.46,3.66
28 Apr 2018,Schalke,B. Monchengladbach,1.92,3.66,4.04
28 Apr 2018,Wolfsburg,Hamburger SV,2.28,3.35,3.26
27 Apr 2018,Hoffenheim,Hannover,1.29,6.26,9.59
22 Apr 2018,FC Koln,Schalke,3.53,3.48,2.11
22 Apr 2018,Augsburg,Mainz,2.34,3.29,3.22
21 Apr 2018,Dortmund,Bayer Leverkusen,2.16,3.67,3.28
21 Apr 2018,Eintracht Frankfurt,Hertha Berlin,1.95,3.46,4.15
