Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
31 May 2009,Nurnberg,Cottbus,1.71,3.72,4.60
28 May 2009,Cottbus,Nurnberg,2.42,3.18,2.96
23 May 2009,FC Koln,Bochum,2.08,3.44,3.48
23 May 2009,Arminia Bielefeld,Hannover,1.65,4.18,4.75
23 May 2009,B. Monchengladbach,Dortmund,3.59,3.48,2.02
23 May 2009,Bayern Munich,Stuttgart,1.63,4.13,4.89
23 May 2009,Eintracht Frankfurt,Hamburger SV,3.89,3.50,1.94
23 May 2009,Cottbus,Bayer Leverkusen,2.91,3.74,2.24
23 May 2009,Karlsruher SC,Hertha Berlin,3.92,3.85,1.84
23 May 2009,Schalke,Hoffenheim,1.68,3.81,4.88
23 May 2009,Wolfsburg,Werder Bremen,1.48,4.31,6.47
16 May 2009,Bayer Leverkusen,B. Monchengladbach,1.92,3.53,3.93
16 May 2009,Bochum,Eintracht Frankfurt,1.83,3.53,4.33
16 May 2009,Dortmund,Arminia Bielefeld,1.44,4.34,7.16
16 May 2009,Hamburger SV,FC Koln,1.27,5.75,11.84
16 May 2009,Hannover,Wolfsburg,5.13,3.79,1.65
16 May 2009,Hertha Berlin,Schalke,1.96,3.40,3.88
16 May 2009,Hoffenheim,Bayern Munich,6.72,4.16,1.49
16 May 2009,Stuttgart,Cottbus,1.24,5.96,12.81
16 May 2009,Werder Bremen,Karlsruher SC,1.52,4.16,6.46
13 May 2009,Arminia Bielefeld,Hoffenheim,2.23,3.40,3.19
13 May 2009,Eintracht Frankfurt,Werder Bremen,2.50,3.36,2.77
13 May 2009,Cottbus,B. Monchengladbach,2.40,3.17,3.06
13 May 2009,Hamburger SV,Bochum,1.47,4.16,7.04
13 May 2009,Schalke,Stuttgart,2.32,3.43,2.98
12 May 2009,FC Koln,Hertha Berlin,4.72,3.56,1.76
12 May 2009,Bayern Munich,Bayer Leverkusen,1.32,5.24,9.11
12 May 2009,Karlsruher SC,Hannover,1.94,3.55,3.82
12 May 2009,Wolfsburg,Dortmund,1.94,3.51,3.84
10 May 2009,B. Monchengladbach,Schalke,3.34,3.36,2.17
10 May 2009,Werder Bremen,Hamburger SV,2.52,3.35,2.74
09 May 2009,Dortmund,Karlsruher SC,1.47,4.19,7.36
09 May 2009,Cottbus,Bayern Munich,7.91,4.61,1.40
09 May 2009,Hannover,Eintracht Frankfurt,1.98,3.35,3.85
09 May 2009,Hertha Berlin,Bochum,1.64,3.66,5.66
09 May 2009,Hoffenheim,FC Koln,1.87,3.50,4.22
09 May 2009,Stuttgart,Wolfsburg,2.23,3.41,3.15
08 May 2009,Bayer Leverkusen,Arminia Bielefeld,1.51,4.00,6.80
03 May 2009,FC Koln,Werder Bremen,2.76,3.35,2.52
03 May 2009,Hamburger SV,Hertha Berlin,1.85,3.46,4.34
02 May 2009,Arminia Bielefeld,Stuttgart,5.01,3.51,1.74
02 May 2009,Bayern Munich,B. Monchengladbach,1.22,6.19,13.95
