Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
27 May 2018,Toulouse,AC Ajaccio,1.74,3.58,4.85
23 May 2018,AC Ajaccio,Toulouse,3.68,3.11,2.14
20 May 2018,AC Ajaccio,Le Havre,2.25,3.06,3.42
19 May 2018,Caen,PSG,3.91,3.52,1.96
19 May 2018,Dijon,Angers,2.30,3.63,2.97
19 May 2018,Lyon,Nice,1.46,5.08,6.19
19 May 2018,Marseille,Amiens,1.21,7.41,11.68
19 May 2018,Metz,Bordeaux,7.55,5.23,1.38
19 May 2018,Nantes,Strasbourg,1.77,3.79,4.63
19 May 2018,Rennes,Montpellier,1.89,3.47,4.37
19 May 2018,St Etienne,Lille,1.58,4.29,5.49
19 May 2018,Toulouse,Guingamp,1.65,4.22,4.92
19 May 2018,Troyes,Monaco,4.66,3.91,1.72
15 May 2018,Le Havre,Brest,1.94,3.38,3.86
12 May 2018,Amiens,Metz,1.72,4.00,4.59
12 May 2018,Angers,Nantes,2.32,3.26,3.22
12 May 2018,Bordeaux,Toulouse,1.76,3.67,4.80
12 May 2018,Lille,Dijon,1.47,4.51,6.82
12 May 2018,Monaco,St Etienne,1.69,4.01,4.88
12 May 2018,Montpellier,Troyes,1.69,3.82,5.22
12 May 2018,Nice,Caen,1.57,4.02,6.15
12 May 2018,PSG,Rennes,1.30,5.96,8.95
12 May 2018,Strasbourg,Lyon,5.23,4.50,1.56
11 May 2018,Guingamp,Marseille,4.95,4.28,1.64
06 May 2018,Marseille,Nice,1.81,3.82,4.22
06 May 2018,Caen,Monaco,3.08,3.28,2.38
06 May 2018,Dijon,Guingamp,2.74,3.47,2.52
06 May 2018,Metz,Angers,2.81,3.33,2.51
06 May 2018,Nantes,Montpellier,2.10,3.27,3.74
06 May 2018,Rennes,Strasbourg,1.89,3.58,4.15
06 May 2018,Toulouse,Lille,2.33,3.19,3.27
06 May 2018,Lyon,Troyes,1.15,8.49,15.64
06 May 2018,St Etienne,Bordeaux,2.01,3.39,3.94
04 May 2018,Amiens,PSG,9.57,6.11,1.28
29 Apr 2018,PSG,Guingamp,1.10,10.44,23.30
29 Apr 2018,Angers,Marseille,4.54,3.74,1.79
29 Apr 2018,Rennes,Toulouse,1.92,3.41,4.26
28 Apr 2018,Bordeaux,Dijon,1.51,4.25,6.56
28 Apr 2018,Lille,Metz,1.89,3.58,4.20
28 Apr 2018,Monaco,Amiens,1.22,6.64,13.10
28 Apr 2018,Strasbourg,Nice,3.25,3.23,2.32
28 Apr 2018,Troyes,Caen,2.38,3.10,3.28
28 Apr 2018,Lyon,Nantes,1.28,5.94,10.05
27 Apr 2018,Montpellier,St Etienne,2.46,3.15,3.09
25 Apr 2018,Caen,Toulouse,2.91,2.80,2.86
22 Apr 2018,Bordeaux,PSG,6.30,4.70,1.48
22 Apr 2018,St Etienne,Troyes,1.51,4.12,7.03
22 Apr 2018,Nice,Montpellier,1.99,3.28,4.22
21 Apr 2018,Amiens,Strasbourg,2.65,3.12,2.87
21 Apr 2018,Toulouse,Angers,2.29,3.11,3.47
21 Apr 2018,Guingamp,Monaco,4.37,4.00,1.76
21 Apr 2018,Metz,Caen,2.33,3.25,3.23
21 Apr 2018,Marseille,Lille,1.34,5.36,9.18
20 Apr 2018,Dijon,Lyon,7.92,5.19,1.38
20 Apr 2018,Nantes,Rennes,2.28,3.13,3.49
15 Apr 2018,PSG,Monaco,1.29,6.32,9.14
15 Apr 2018,Troyes,Marseille,6.50,4.37,1.50
15 Apr 2018,Montpellier,Bordeaux,2.17,3.07,3.81
14 Apr 2018,Lille,Guingamp,2.31,3.25,3.25
14 Apr 2018,Nantes,Dijon,1.53,4.11,6.65
14 Apr 2018,Rennes,Metz,1.41,4.81,7.91
14 Apr 2018,Strasbourg,St Etienne,3.09,3.31,2.37
14 Apr 2018,Lyon,Amiens,1.20,6.83,14.64
13 Apr 2018,Angers,Nice,2.52,3.21,2.94
08 Apr 2018,Marseille,Montpellier,1.84,3.51,4.61
08 Apr 2018,Metz,Lyon,6.14,4.59,1.50
08 Apr 2018,Nice,Rennes,1.85,3.62,4.36
07 Apr 2018,Amiens,Caen,2.49,2.96,3.27
07 Apr 2018,Angers,Strasbourg,1.86,3.43,4.62
07 Apr 2018,Bordeaux,Lille,1.69,3.63,5.56
07 Apr 2018,Guingamp,Troyes,1.88,3.46,4.45
07 Apr 2018,Toulouse,Dijon,1.96,3.46,4.05
07 Apr 2018,Monaco,Nantes,1.62,3.94,5.66
06 Apr 2018,St Etienne,PSG,7.31,5.12,1.40
04 Apr 2018,Rennes,Monaco,3.45,3.48,2.12
01 Apr 2018,Lyon,Toulouse,1.39,4.86,8.27
01 Apr 2018,Caen,Montpellier,3.28,3.00,2.47
01 Apr 2018,Lille,Amiens,2.09,3.18,3.98
01 Apr 2018,Nantes,St Etienne,2.25,3.14,3.56
01 Apr 2018,Strasbourg,Metz,1.85,3.71,4.25
01 Apr 2018,Troyes,Nice,3.79,3.35,2.07
