Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
20 May 2012,Auxerre,Montpellier,6.60,3.59,1.59
20 May 2012,Lille,Nancy,1.33,5.02,9.11
20 May 2012,Lorient,PSG,4.61,3.74,1.73
20 May 2012,Lyon,Nice,1.66,3.63,5.36
20 May 2012,Rennes,Dijon,1.57,4.29,5.20
20 May 2012,Sochaux,Marseille,2.17,3.28,3.37
20 May 2012,St Etienne,Bordeaux,2.38,3.34,2.92
20 May 2012,Thonon-Evian,Brest,2.21,3.19,3.39
20 May 2012,Toulouse,AC Ajaccio,2.19,3.29,3.31
20 May 2012,Valenciennes,Caen,1.96,3.27,4.10
13 May 2012,AC Ajaccio,Lyon,2.77,3.13,2.61
13 May 2012,Bordeaux,Lorient,1.53,3.95,6.29
13 May 2012,Brest,Valenciennes,2.50,3.07,2.99
13 May 2012,Caen,Sochaux,1.96,3.29,4.00
13 May 2012,Dijon,Toulouse,2.53,3.13,2.88
13 May 2012,Marseille,Auxerre,1.95,3.49,3.84
13 May 2012,Montpellier,Lille,2.47,3.24,2.86
13 May 2012,Nancy,St Etienne,3.10,3.09,2.40
13 May 2012,Nice,Thonon-Evian,1.98,3.28,3.97
13 May 2012,PSG,Rennes,1.53,3.99,6.32
10 May 2012,Thonon-Evian,Lyon,3.10,3.38,2.25
07 May 2012,Rennes,Montpellier,2.41,3.22,2.97
07 May 2012,Auxerre,Bordeaux,2.29,3.22,3.16
07 May 2012,Lille,Caen,1.26,5.56,11.78
07 May 2012,Lorient,Dijon,1.75,3.46,5.00
07 May 2012,Sochaux,Nancy,2.41,3.16,3.06
07 May 2012,St Etienne,Marseille,2.25,3.26,3.24
07 May 2012,Toulouse,Nice,1.72,3.48,5.21
06 May 2012,Valenciennes,PSG,4.54,3.40,1.83
06 May 2012,Lyon,Brest,1.38,4.46,8.70
06 May 2012,Thonon-Evian,AC Ajaccio,1.97,3.35,3.87
03 May 2012,Dijon,Auxerre,2.61,3.13,2.75
02 May 2012,PSG,St Etienne,1.51,4.05,6.57
02 May 2012,AC Ajaccio,Sochaux,2.13,3.24,3.60
02 May 2012,Bordeaux,Rennes,2.41,3.14,3.05
02 May 2012,Brest,Toulouse,2.96,2.99,2.57
02 May 2012,Caen,Lorient,2.39,3.13,3.10
02 May 2012,Lyon,Valenciennes,1.63,3.74,5.54
02 May 2012,Marseille,Nancy,1.59,3.83,5.89
02 May 2012,Nice,Lille,4.47,3.46,1.82
01 May 2012,Montpellier,Thonon-Evian,1.38,4.39,8.99
29 Apr 2012,Lille,PSG,2.09,3.57,3.27
29 Apr 2012,Auxerre,Brest,2.04,3.15,3.95
29 Apr 2012,Nancy,Caen,1.99,3.19,4.10
29 Apr 2012,Rennes,AC Ajaccio,1.39,4.39,8.44
29 Apr 2012,Sochaux,Bordeaux,2.44,3.15,2.99
29 Apr 2012,St Etienne,Dijon,1.68,3.51,5.46
29 Apr 2012,Valenciennes,Nice,2.02,3.16,3.98
27 Apr 2012,Lorient,Marseille,2.41,3.24,2.95
27 Apr 2012,Toulouse,Montpellier,2.61,3.13,2.79
22 Apr 2012,Lyon,Lorient,1.54,4.02,6.22
22 Apr 2012,AC Ajaccio,Nancy,2.36,3.16,3.09
22 Apr 2012,PSG,Sochaux,1.35,4.72,9.18
21 Apr 2012,Bordeaux,Marseille,2.33,3.09,3.26
21 Apr 2012,Brest,Rennes,3.75,3.05,2.15
21 Apr 2012,Caen,St Etienne,2.63,3.10,2.79
21 Apr 2012,Dijon,Lille,4.84,3.51,1.76
21 Apr 2012,Montpellier,Valenciennes,1.41,4.29,8.21
21 Apr 2012,Nice,Auxerre,2.03,3.22,3.87
21 Apr 2012,Thonon-Evian,Toulouse,2.62,3.06,2.82
18 Apr 2012,Marseille,Caen,1.48,4.10,7.06
18 Apr 2012,Toulouse,Lyon,2.49,3.19,2.87
16 Apr 2012,Rennes,Nice,1.57,3.66,6.40
15 Apr 2012,Auxerre,PSG,4.24,3.56,1.83
15 Apr 2012,Lille,AC Ajaccio,1.26,5.45,11.96
15 Apr 2012,Lorient,Montpellier,3.61,3.13,2.15
15 Apr 2012,Nancy,Bordeaux,2.52,2.96,3.05
15 Apr 2012,Sochaux,Dijon,2.01,3.29,3.85
15 Apr 2012,St Etienne,Brest,1.71,3.33,5.73
15 Apr 2012,Valenciennes,Thonon-Evian,1.93,3.11,4.53
11 Apr 2012,Marseille,Montpellier,2.89,3.14,2.50
08 Apr 2012,PSG,Marseille,1.76,3.48,4.86
08 Apr 2012,Caen,Bordeaux,2.95,3.09,2.49
08 Apr 2012,Nice,Lorient,2.20,3.05,3.55
07 Apr 2012,Lyon,Auxerre,1.50,4.05,6.74
07 Apr 2012,AC Ajaccio,St Etienne,2.80,3.09,2.60
07 Apr 2012,Brest,Lille,5.31,3.38,1.73
07 Apr 2012,Dijon,Nancy,2.28,3.11,3.32
07 Apr 2012,Montpellier,Sochaux,1.41,4.31,8.22
07 Apr 2012,Thonon-Evian,Rennes,2.50,3.10,2.95
07 Apr 2012,Valenciennes,Toulouse,2.48,3.04,3.02
01 Apr 2012,Rennes,Lyon,2.34,3.12,3.17
01 Apr 2012,Caen,AC Ajaccio,1.90,3.30,4.34
01 Apr 2012,Lille,Toulouse,1.68,3.47,5.55
31 Mar 2012,Nancy,PSG,3.88,3.24,2.01
31 Mar 2012,Auxerre,Valenciennes,2.29,3.04,3.39
31 Mar 2012,Bordeaux,Dijon,1.63,3.56,5.96
31 Mar 2012,Lorient,Thonon-Evian,1.93,3.25,4.20
31 Mar 2012,Sochaux,Brest,1.90,3.18,4.51
31 Mar 2012,St Etienne,Nice,2.00,3.19,4.04
25 Mar 2012,PSG,Bordeaux,1.63,3.63,5.76
25 Mar 2012,Dijon,Caen,2.24,3.16,3.37
25 Mar 2012,Toulouse,Auxerre,1.63,3.56,6.12
24 Mar 2012,Valenciennes,Rennes,2.90,3.09,2.55
24 Mar 2012,AC Ajaccio,Lorient,2.77,3.06,2.70
24 Mar 2012,Brest,Nancy,2.36,2.89,3.42
24 Mar 2012,Lyon,Sochaux,1.38,4.50,8.79
24 Mar 2012,Montpellier,St Etienne,1.73,3.40,5.32
24 Mar 2012,Nice,Marseille,3.32,3.09,2.31
24 Mar 2012,Thonon-Evian,Lille,3.72,3.19,2.08
18 Mar 2012,Lille,Valenciennes,1.60,3.61,6.25
18 Mar 2012,Rennes,Toulouse,2.01,3.14,4.07
18 Mar 2012,Sochaux,Nice,2.28,3.13,3.31
17 Mar 2012,St Etienne,Lyon,2.67,3.14,2.71
17 Mar 2012,Auxerre,Thonon-Evian,2.23,3.19,3.34
17 Mar 2012,Bordeaux,AC Ajaccio,1.44,4.01,8.24
17 Mar 2012,Caen,PSG,4.12,3.37,1.91
17 Mar 2012,Lorient,Brest,1.84,3.14,5.00
17 Mar 2012,Marseille,Dijon,1.43,4.18,8.05
17 Mar 2012,Nancy,Montpellier,3.25,3.17,2.27
11 Mar 2012,Montpellier,Caen,1.51,3.76,7.39
11 Mar 2012,Dijon,PSG,4.73,3.51,1.77
11 Mar 2012,Rennes,Auxerre,1.59,3.58,6.45
10 Mar 2012,Lyon,Lille,2.46,3.20,2.92
