Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
22 May 2011,AS Roma,Sampdoria,1.30,5.01,10.60
22 May 2011,Juventus,Napoli,1.74,3.73,4.53
22 May 2011,Lecce,Lazio,6.61,3.97,1.50
22 May 2011,Udinese,AC Milan,2.41,1.94,6.48
22 May 2011,Bologna,Bari,1.61,3.61,6.04
22 May 2011,Brescia,Fiorentina,3.44,3.09,2.23
22 May 2011,Cagliari,Parma,1.75,3.68,4.54
22 May 2011,Genoa,Cesena,1.39,4.59,7.72
22 May 2011,Inter,Catania,1.41,4.36,8.20
22 May 2011,Palermo,Chievo,1.92,2.75,8.68
15 May 2011,Napoli,Inter,3.10,1.92,4.30
15 May 2011,Bari,Lecce,3.41,3.18,2.20
15 May 2011,Catania,AS Roma,5.40,3.88,1.61
15 May 2011,Cesena,Brescia,1.21,6.27,12.33
15 May 2011,Chievo,Udinese,8.38,4.66,1.31
15 May 2011,Parma,Juventus,3.05,3.20,2.36
15 May 2011,Sampdoria,Palermo,1.35,5.07,8.38
15 May 2011,Fiorentina,Bologna,1.86,2.93,5.48
14 May 2011,AC Milan,Cagliari,1.43,4.03,8.10
14 May 2011,Lazio,Genoa,1.38,4.71,7.87
09 May 2011,Juventus,Chievo,1.33,4.90,9.30
08 May 2011,Genoa,Sampdoria,2.29,3.23,3.11
08 May 2011,Bologna,Parma,5.17,1.33,6.83
08 May 2011,Brescia,Catania,2.26,3.11,3.37
08 May 2011,Cagliari,Cesena,2.93,2.53,2.92
08 May 2011,Inter,Fiorentina,1.70,3.64,5.10
08 May 2011,Lecce,Napoli,2.41,3.36,2.93
08 May 2011,Udinese,Lazio,2.14,3.18,3.56
07 May 2011,AS Roma,AC Milan,2.90,3.17,2.49
07 May 2011,Palermo,Bari,1.44,4.39,7.13
02 May 2011,Lazio,Juventus,2.02,3.36,3.71
01 May 2011,Bari,AS Roma,9.69,5.28,1.30
01 May 2011,AC Milan,Bologna,1.20,6.61,13.59
01 May 2011,Catania,Cagliari,1.37,4.42,7.83
01 May 2011,Chievo,Lecce,2.34,2.30,4.10
01 May 2011,Fiorentina,Udinese,2.41,3.25,2.97
01 May 2011,Parma,Palermo,1.85,3.43,4.42
01 May 2011,Sampdoria,Brescia,1.97,3.34,3.90
30 Apr 2011,Napoli,Genoa,1.30,4.99,10.99
30 Apr 2011,Cesena,Inter,4.15,3.22,1.96
23 Apr 2011,Juventus,Catania,1.57,3.74,6.24
23 Apr 2011,Brescia,AC Milan,5.51,3.47,1.69
23 Apr 2011,Bari,Sampdoria,4.02,4.65,1.66
23 Apr 2011,Bologna,Cesena,3.14,1.78,4.80
23 Apr 2011,Cagliari,Fiorentina,2.44,2.67,3.34
23 Apr 2011,Genoa,Lecce,2.20,2.53,4.14
23 Apr 2011,Inter,Lazio,1.79,3.40,4.79
23 Apr 2011,Palermo,Napoli,3.04,3.08,2.44
23 Apr 2011,Udinese,Parma,1.65,3.56,5.62
23 Apr 2011,AS Roma,Chievo,1.48,4.05,7.23
17 Apr 2011,Napoli,Udinese,1.61,3.62,6.04
17 Apr 2011,Catania,Lazio,3.07,2.07,3.50
17 Apr 2011,Cesena,Bari,1.64,3.71,5.72
17 Apr 2011,Chievo,Bologna,1.57,2.87,9.50
17 Apr 2011,Fiorentina,Juventus,2.39,3.25,3.00
17 Apr 2011,Genoa,Brescia,1.98,2.67,4.72
17 Apr 2011,Lecce,Cagliari,1.89,3.33,4.41
16 Apr 2011,AC Milan,Sampdoria,1.26,5.34,12.63
16 Apr 2011,Parma,Inter,3.67,3.27,2.08
16 Apr 2011,AS Roma,Palermo,1.45,4.37,7.02
10 Apr 2011,Fiorentina,AC Milan,4.52,3.40,1.83
10 Apr 2011,Bari,Catania,2.98,2.94,2.58
10 Apr 2011,Bologna,Napoli,4.94,3.47,1.76
10 Apr 2011,Cagliari,Brescia,2.73,2.51,3.13
10 Apr 2011,Lazio,Parma,1.93,3.18,4.38
10 Apr 2011,Palermo,Cesena,1.83,3.05,5.34
10 Apr 2011,Sampdoria,Lecce,1.96,2.63,5.71
10 Apr 2011,Juventus,Genoa,1.61,3.59,6.06
09 Apr 2011,Udinese,AS Roma,2.14,3.32,3.43
09 Apr 2011,Inter,Chievo,1.42,4.34,7.84
03 Apr 2011,AS Roma,Juventus,1.79,3.52,4.55
03 Apr 2011,Catania,Palermo,2.29,2.93,3.50
03 Apr 2011,Cesena,Fiorentina,3.07,3.02,2.46
03 Apr 2011,Chievo,Sampdoria,3.80,1.53,6.50
03 Apr 2011,Genoa,Cagliari,2.01,2.54,5.08
03 Apr 2011,Lecce,Udinese,3.93,3.22,2.01
03 Apr 2011,Parma,Bari,1.46,3.87,8.27
03 Apr 2011,Napoli,Lazio,1.78,3.28,5.11
02 Apr 2011,AC Milan,Inter,2.51,3.08,2.95
02 Apr 2011,Brescia,Bologna,1.65,3.73,5.50
20 Mar 2011,Napoli,Cagliari,1.49,3.93,7.44
20 Mar 2011,Bari,Chievo,2.46,3.06,3.04
20 Mar 2011,Bologna,Genoa,2.68,2.82,2.99
20 Mar 2011,Inter,Lecce,1.20,6.29,14.11
20 Mar 2011,Juventus,Brescia,1.47,4.04,7.55
20 Mar 2011,Sampdoria,Parma,2.39,2.95,3.29
20 Mar 2011,Udinese,Catania,1.40,4.40,8.30
20 Mar 2011,Fiorentina,AS Roma,2.39,3.14,3.09
19 Mar 2011,Palermo,AC Milan,4.17,3.32,1.92
19 Mar 2011,Lazio,Cesena,1.67,3.52,5.55
13 Mar 2011,Parma,Napoli,3.00,3.11,2.47
13 Mar 2011,AS Roma,Lazio,2.47,3.07,3.02
13 Mar 2011,Cagliari,Udinese,2.88,3.13,2.53
13 Mar 2011,Catania,Sampdoria,1.82,3.30,4.74
13 Mar 2011,Chievo,Fiorentina,2.65,2.93,2.92
13 Mar 2011,Genoa,Palermo,1.81,3.47,4.40
13 Mar 2011,Lecce,Bologna,2.21,3.14,3.47
13 Mar 2011,AC Milan,Bari,1.17,6.61,17.80
12 Mar 2011,Cesena,Juventus,3.57,3.10,2.17
11 Mar 2011,Brescia,Inter,6.06,3.63,1.60
06 Mar 2011,Lazio,Palermo,1.79,3.41,4.77
06 Mar 2011,Bologna,Cagliari,2.41,2.84,3.39
06 Mar 2011,Chievo,Parma,2.43,2.74,3.50
06 Mar 2011,Fiorentina,Catania,1.86,3.20,4.74
06 Mar 2011,Inter,Genoa,1.46,4.05,7.90
06 Mar 2011,Napoli,Brescia,1.39,4.33,8.82
06 Mar 2011,Udinese,Bari,1.27,5.50,11.08
06 Mar 2011,Sampdoria,Cesena,1.74,3.33,5.38
05 Mar 2011,Juventus,AC Milan,3.15,3.17,2.34
04 Mar 2011,Lecce,AS Roma,3.86,3.28,2.01
28 Feb 2011,AC Milan,Napoli,1.79,3.41,4.85
27 Feb 2011,Sampdoria,Inter,3.97,3.19,2.01
27 Feb 2011,AS Roma,Parma,1.53,3.83,6.66
27 Feb 2011,Bari,Fiorentina,3.74,3.15,2.09
27 Feb 2011,Brescia,Lecce,2.06,3.11,3.90
27 Feb 2011,Cagliari,Lazio,2.35,3.03,3.27
27 Feb 2011,Cesena,Chievo,2.71,2.99,2.78
27 Feb 2011,Palermo,Udinese,2.41,3.27,2.96
27 Feb 2011,Catania,Genoa,2.52,2.95,3.06
26 Feb 2011,Juventus,Bologna,1.49,3.91,7.44
23 Feb 2011,Bologna,AS Roma,3.27,3.00,2.26
20 Feb 2011,Napoli,Catania,1.48,4.02,7.20
20 Feb 2011,Chievo,AC Milan,4.64,3.40,1.81
20 Feb 2011,Fiorentina,Sampdoria,1.63,3.46,6.39
20 Feb 2011,Genoa,AS Roma,2.36,3.16,3.12
20 Feb 2011,Lazio,Bari,1.45,4.15,7.80
20 Feb 2011,Parma,Cesena,1.67,3.46,5.72
20 Feb 2011,Udinese,Brescia,1.41,4.39,8.13
20 Feb 2011,Lecce,Juventus,5.54,3.63,1.66
19 Feb 2011,Inter,Cagliari,1.42,4.22,8.37
19 Feb 2011,Bologna,Palermo,2.51,3.22,2.83
16 Feb 2011,Fiorentina,Inter,3.14,3.18,2.33
16 Feb 2011,Sampdoria,Genoa,2.88,2.93,2.67
13 Feb 2011,Juventus,Inter,2.88,3.12,2.56
13 Feb 2011,Bari,Genoa,2.96,3.09,2.49
13 Feb 2011,Brescia,Lazio,3.10,3.03,2.44
13 Feb 2011,Cagliari,Chievo,2.16,2.86,4.04
13 Feb 2011,Catania,Lecce,1.76,3.42,4.94
13 Feb 2011,Cesena,Udinese,4.02,3.24,1.99
13 Feb 2011,Sampdoria,Bologna,2.00,3.09,4.23
13 Feb 2011,Palermo,Fiorentina,1.85,3.31,4.53
12 Feb 2011,AS Roma,Napoli,2.25,3.12,3.35
12 Feb 2011,AC Milan,Parma,1.38,4.53,8.79
06 Feb 2011,Inter,AS Roma,1.81,3.53,4.41
06 Feb 2011,Brescia,Bari,2.11,3.10,3.75
06 Feb 2011,Genoa,AC Milan,3.73,3.21,2.05
06 Feb 2011,Lazio,Chievo,1.76,3.38,4.97
06 Feb 2011,Lecce,Palermo,3.07,3.18,2.38
06 Feb 2011,Napoli,Cesena,1.32,4.70,11.31
06 Feb 2011,Parma,Fiorentina,2.39,2.97,3.27
