Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
26 May 2019,AS Roma,Parma,1.16,8.45,14.47
26 May 2019,Atalanta,Sassuolo,1.26,6.15,10.50
26 May 2019,Cagliari,Udinese,1.86,3.75,4.08
26 May 2019,Fiorentina,Genoa,2.31,2.64,3.91
26 May 2019,Inter,Empoli,1.28,6.14,9.95
26 May 2019,Spal,AC Milan,5.26,4.29,1.59
26 May 2019,Sampdoria,Juventus,3.06,3.49,2.31
26 May 2019,Torino,Lazio,2.27,3.55,3.08
25 May 2019,Bologna,Napoli,3.10,3.71,2.20
25 May 2019,Frosinone,Chievo,2.04,3.69,3.51
20 May 2019,Lazio,Bologna,2.43,2.87,3.52
19 May 2019,Juventus,Atalanta,2.23,3.17,3.56
19 May 2019,Napoli,Inter,2.47,3.30,2.96
19 May 2019,AC Milan,Frosinone,1.16,8.02,16.52
19 May 2019,Empoli,Torino,3.12,3.70,2.20
19 May 2019,Parma,Fiorentina,3.76,3.08,2.19
19 May 2019,Chievo,Sampdoria,3.83,3.96,1.87
18 May 2019,Sassuolo,AS Roma,4.92,4.39,1.63
18 May 2019,Genoa,Cagliari,1.54,4.10,6.50
18 May 2019,Udinese,Spal,1.57,4.10,6.03
13 May 2019,Inter,Chievo,1.13,8.56,22.10
13 May 2019,Bologna,Parma,1.71,3.32,6.11
12 May 2019,AS Roma,Juventus,2.70,3.46,2.59
12 May 2019,Spal,Napoli,5.16,4.03,1.65
12 May 2019,Frosinone,Udinese,3.80,3.35,2.06
12 May 2019,Sampdoria,Empoli,2.16,3.84,3.12
12 May 2019,Torino,Sassuolo,1.55,4.19,6.08
11 May 2019,Fiorentina,AC Milan,2.92,3.41,2.43
11 May 2019,Cagliari,Lazio,4.42,3.79,1.79
11 May 2019,Atalanta,Genoa,1.59,3.76,6.60
06 May 2019,AC Milan,Bologna,1.81,3.40,4.98
05 May 2019,Napoli,Cagliari,1.21,7.02,12.08
05 May 2019,Genoa,AS Roma,3.38,3.37,2.21
05 May 2019,Lazio,Atalanta,2.41,3.54,2.87
05 May 2019,Parma,Sampdoria,3.03,3.24,2.44
05 May 2019,Sassuolo,Frosinone,1.62,4.01,5.47
05 May 2019,Empoli,Fiorentina,2.48,3.64,2.71
04 May 2019,Udinese,Inter,5.29,3.89,1.66
04 May 2019,Chievo,Spal,3.73,3.11,2.18
03 May 2019,Juventus,Torino,1.60,3.84,6.13
29 Apr 2019,Fiorentina,Sassuolo,1.59,4.13,5.66
29 Apr 2019,Atalanta,Udinese,1.38,4.80,8.52
28 Apr 2019,Torino,AC Milan,2.78,3.05,2.79
28 Apr 2019,Sampdoria,Lazio,3.11,3.50,2.26
28 Apr 2019,Chievo,Parma,2.91,3.15,2.60
28 Apr 2019,Spal,Genoa,3.07,2.87,2.67
28 Apr 2019,Frosinone,Napoli,10.51,5.19,1.31
27 Apr 2019,Inter,Juventus,2.69,3.21,2.74
27 Apr 2019,AS Roma,Cagliari,1.35,5.04,9.04
27 Apr 2019,Bologna,Empoli,1.71,3.77,5.01
22 Apr 2019,Napoli,Atalanta,2.14,3.57,3.30
20 Apr 2019,Inter,AS Roma,1.82,3.76,4.31
20 Apr 2019,Juventus,Fiorentina,1.45,4.26,8.08
20 Apr 2019,Bologna,Sampdoria,2.21,3.33,3.39
20 Apr 2019,Cagliari,Frosinone,1.92,3.41,4.28
20 Apr 2019,Empoli,Spal,2.20,3.28,3.46
20 Apr 2019,Genoa,Torino,2.94,3.00,2.66
20 Apr 2019,Lazio,Chievo,1.17,7.42,17.80
20 Apr 2019,Udinese,Sassuolo,2.28,3.25,3.33
20 Apr 2019,Parma,AC Milan,5.55,3.77,1.66
17 Apr 2019,Lazio,Udinese,1.32,5.23,9.76
15 Apr 2019,Atalanta,Empoli,1.33,5.21,9.88
14 Apr 2019,Frosinone,Inter,7.66,4.27,1.46
14 Apr 2019,Chievo,Napoli,9.94,5.25,1.32
