Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
18 May 2014,Greuther Furth,Hamburger SV,2.27,3.42,3.12
15 May 2014,Hamburger SV,Greuther Furth,1.93,3.59,3.88
15 May 2014,Augsburg,Eintracht Frankfurt,1.42,4.83,6.87
10 May 2014,Bayer Leverkusen,Werder Bremen,1.30,5.96,8.63
10 May 2014,Bayern Munich,Stuttgart,1.17,7.83,14.13
10 May 2014,Hannover,Freiburg,1.86,3.97,3.81
10 May 2014,Hertha Berlin,Dortmund,6.27,4.81,1.46
10 May 2014,Hoffenheim,Braunschweig,1.58,4.63,4.88
10 May 2014,Mainz,Hamburger SV,1.77,4.13,4.07
10 May 2014,Schalke,Nurnberg,1.32,5.75,8.35
10 May 2014,Wolfsburg,B. Monchengladbach,1.70,4.15,4.48
03 May 2014,B. Monchengladbach,Mainz,1.78,3.93,4.23
03 May 2014,Braunschweig,Augsburg,2.89,3.54,2.36
03 May 2014,Dortmund,Hoffenheim,1.27,6.68,8.78
03 May 2014,Eintracht Frankfurt,Bayer Leverkusen,4.35,4.09,1.72
03 May 2014,Freiburg,Schalke,3.84,3.69,1.91
03 May 2014,Hamburger SV,Bayern Munich,7.95,6.04,1.31
03 May 2014,Nurnberg,Hannover,2.18,3.57,3.17
03 May 2014,Stuttgart,Wolfsburg,2.77,3.63,2.37
03 May 2014,Werder Bremen,Hertha Berlin,2.87,3.51,2.38
27 Apr 2014,Schalke,B. Monchengladbach,2.06,3.52,3.53
27 Apr 2014,Augsburg,Hamburger SV,1.76,3.90,4.42
26 Apr 2014,Bayer Leverkusen,Dortmund,3.12,3.55,2.23
26 Apr 2014,Bayern Munich,Werder Bremen,1.21,7.01,12.38
26 Apr 2014,Hertha Berlin,Braunschweig,2.01,3.42,3.82
26 Apr 2014,Hoffenheim,Eintracht Frankfurt,1.90,3.81,3.76
26 Apr 2014,Mainz,Nurnberg,1.59,4.02,5.66
26 Apr 2014,Wolfsburg,Freiburg,1.38,5.18,7.41
25 Apr 2014,Hannover,Stuttgart,2.71,3.36,2.59
20 Apr 2014,Stuttgart,Schalke,2.48,3.56,2.71
20 Apr 2014,Nurnberg,Bayer Leverkusen,5.02,4.39,1.60
19 Apr 2014,Hamburger SV,Wolfsburg,3.67,3.65,1.97
19 Apr 2014,Augsburg,Hertha Berlin,1.81,3.59,4.54
19 Apr 2014,Braunschweig,Bayern Munich,8.29,5.37,1.34
19 Apr 2014,Dortmund,Mainz,1.37,5.17,7.86
19 Apr 2014,Freiburg,B. Monchengladbach,3.22,3.43,2.22
19 Apr 2014,Werder Bremen,Hoffenheim,3.09,3.73,2.16
17 Apr 2014,Eintracht Frankfurt,Hannover,2.05,3.54,3.54
13 Apr 2014,Hoffenheim,Augsburg,2.29,3.56,2.97
13 Apr 2014,Bayer Leverkusen,Hertha Berlin,1.57,4.00,5.89
12 Apr 2014,Bayern Munich,Dortmund,1.41,4.86,7.03
12 Apr 2014,B. Monchengladbach,Stuttgart,1.77,3.85,4.39
12 Apr 2014,Freiburg,Braunschweig,2.10,3.35,3.57
12 Apr 2014,Hannover,Hamburger SV,2.43,3.38,2.89
12 Apr 2014,Mainz,Werder Bremen,1.70,3.83,4.85
12 Apr 2014,Wolfsburg,Nurnberg,1.52,4.34,6.08
11 Apr 2014,Schalke,Eintracht Frankfurt,1.70,3.95,4.77
