Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
06 Jul 2020,Heidenheim,Werder Bremen,3.63,3.39,2.10
02 Jul 2020,Werder Bremen,Heidenheim,1.52,4.31,6.35
27 Jun 2020,Augsburg,RB Leipzig,6.41,5.39,1.42
27 Jun 2020,B. Monchengladbach,Hertha Berlin,1.42,5.06,7.07
27 Jun 2020,Bayer Leverkusen,Mainz,1.38,5.64,7.00
27 Jun 2020,Dortmund,Hoffenheim,1.85,4.24,3.74
27 Jun 2020,Eintracht Frankfurt,Paderborn,1.25,6.55,10.28
27 Jun 2020,Freiburg,Schalke,2.08,3.71,3.39
27 Jun 2020,Union Berlin,Dusseldorf,3.78,3.39,2.06
27 Jun 2020,Werder Bremen,FC Koln,1.56,4.57,5.27
27 Jun 2020,Wolfsburg,Bayern Munich,4.91,4.83,1.58
20 Jun 2020,FC Koln,Eintracht Frankfurt,2.82,3.87,2.31
20 Jun 2020,Bayern Munich,Freiburg,1.28,6.30,9.43
20 Jun 2020,Dusseldorf,Augsburg,1.72,3.85,4.84
20 Jun 2020,Hertha Berlin,Bayer Leverkusen,5.80,4.80,1.50
20 Jun 2020,Hoffenheim,Union Berlin,1.46,4.78,6.49
20 Jun 2020,Mainz,Werder Bremen,2.39,3.58,2.88
20 Jun 2020,Paderborn,B. Monchengladbach,12.07,7.60,1.20
20 Jun 2020,RB Leipzig,Dortmund,2.22,3.70,3.10
20 Jun 2020,Schalke,Wolfsburg,6.53,4.49,1.49
17 Jun 2020,Augsburg,Hoffenheim,3.13,3.84,2.16
17 Jun 2020,Bayer Leverkusen,FC Koln,1.55,4.58,5.54
17 Jun 2020,Dortmund,Mainz,1.31,5.74,9.30
17 Jun 2020,RB Leipzig,Dusseldorf,1.30,5.90,9.58
17 Jun 2020,Eintracht Frankfurt,Schalke,1.57,4.24,5.88
16 Jun 2020,Freiburg,Hertha Berlin,2.54,3.56,2.70
16 Jun 2020,Union Berlin,Paderborn,1.81,3.94,4.20
16 Jun 2020,Werder Bremen,Bayern Munich,15.58,7.99,1.17
16 Jun 2020,B. Monchengladbach,Wolfsburg,2.28,3.54,3.10
14 Jun 2020,Schalke,Bayer Leverkusen,7.10,4.92,1.42
14 Jun 2020,Mainz,Augsburg,2.05,3.50,3.69
13 Jun 2020,Bayern Munich,B. Monchengladbach,1.46,4.87,6.49
13 Jun 2020,FC Koln,Union Berlin,2.05,3.50,3.67
13 Jun 2020,Dusseldorf,Dortmund,7.35,5.18,1.40
13 Jun 2020,Hertha Berlin,Eintracht Frankfurt,2.13,3.72,3.24
13 Jun 2020,Paderborn,Werder Bremen,3.77,3.99,1.88
13 Jun 2020,Wolfsburg,Freiburg,1.60,4.26,5.35
12 Jun 2020,Hoffenheim,RB Leipzig,7.18,5.69,1.37
07 Jun 2020,Augsburg,FC Koln,2.92,3.61,2.35
07 Jun 2020,Union Berlin,Schalke,2.36,3.13,3.29
07 Jun 2020,Werder Bremen,Wolfsburg,3.87,3.69,1.94
06 Jun 2020,Dortmund,Hertha Berlin,1.39,5.12,7.36
06 Jun 2020,Bayer Leverkusen,Bayern Munich,7.52,5.95,1.34
06 Jun 2020,Dusseldorf,Hoffenheim,2.49,3.52,2.78
06 Jun 2020,Eintracht Frankfurt,Mainz,1.93,3.93,3.68
06 Jun 2020,RB Leipzig,Paderborn,1.11,10.31,21.52
05 Jun 2020,Freiburg,B. Monchengladbach,4.80,4.20,1.67
03 Jun 2020,Werder Bremen,Eintracht Frankfurt,2.95,3.48,2.38
01 Jun 2020,FC Koln,RB Leipzig,5.74,4.74,1.51
31 May 2020,Paderborn,Dortmund,9.12,5.86,1.31
31 May 2020,B. Monchengladbach,Union Berlin,1.47,4.49,6.76
30 May 2020,Bayern Munich,Dusseldorf,1.08,12.62,24.62
30 May 2020,Hertha Berlin,Augsburg,1.76,3.92,4.46
30 May 2020,Mainz,Hoffenheim,2.42,3.73,2.72
30 May 2020,Schalke,Werder Bremen,2.64,3.27,2.77
30 May 2020,Wolfsburg,Eintracht Frankfurt,1.97,3.76,3.65
29 May 2020,Freiburg,Bayer Leverkusen,4.61,4.06,1.72
27 May 2020,Augsburg,Paderborn,1.94,3.79,3.74
27 May 2020,Dusseldorf,Schalke,2.48,3.32,2.93
27 May 2020,Hoffenheim,FC Koln,2.41,3.74,2.76
