Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
21 May 2011,Dep. La Coruna,Valencia,1.77,3.57,4.34
21 May 2011,Espanyol,Sevilla,2.89,3.53,2.32
21 May 2011,Levante,Zaragoza,6.82,4.65,1.42
21 May 2011,Mallorca,Atl. Madrid,2.17,2.99,3.66
21 May 2011,Osasuna,Villarreal,1.65,3.26,6.74
21 May 2011,Racing Santander,Ath Bilbao,3.60,3.60,1.96
21 May 2011,Real Sociedad,Getafe,2.35,3.24,2.95
21 May 2011,Hercules,Gijon,1.84,3.66,4.06
21 May 2011,Real Madrid,Almeria,1.10,9.75,18.89
21 May 2011,Malaga,Barcelona,3.58,3.48,2.02
15 May 2011,Almeria,Mallorca,2.74,3.29,2.56
15 May 2011,Ath Bilbao,Malaga,1.64,3.79,5.34
15 May 2011,Atl. Madrid,Hercules,1.25,5.30,10.69
15 May 2011,Barcelona,Dep. La Coruna,1.59,3.90,5.72
15 May 2011,Getafe,Osasuna,1.85,3.50,4.27
15 May 2011,Gijon,Racing Santander,1.27,4.97,10.00
15 May 2011,Sevilla,Real Sociedad,1.51,4.04,6.54
15 May 2011,Valencia,Levante,1.90,2.99,4.69
15 May 2011,Villarreal,Real Madrid,4.83,4.16,1.60
15 May 2011,Zaragoza,Espanyol,1.67,3.79,5.01
11 May 2011,Osasuna,Sevilla,1.87,3.70,3.90
11 May 2011,Espanyol,Valencia,2.86,3.45,2.38
11 May 2011,Hercules,Mallorca,2.13,3.38,3.37
11 May 2011,Almeria,Villarreal,4.62,3.53,1.78
11 May 2011,Levante,Barcelona,11.50,4.77,1.30
11 May 2011,Real Sociedad,Zaragoza,2.38,3.24,2.99
10 May 2011,Real Madrid,Getafe,1.20,6.86,12.47
10 May 2011,Malaga,Gijon,1.66,3.67,5.41
10 May 2011,Racing Santander,Atl. Madrid,3.11,3.40,2.25
10 May 2011,Dep. La Coruna,Ath Bilbao,2.39,3.38,2.88
08 May 2011,Zaragoza,Osasuna,2.10,3.26,3.59
08 May 2011,Barcelona,Espanyol,1.13,8.29,16.95
08 May 2011,Mallorca,Villarreal,2.28,3.44,3.02
07 May 2011,Sevilla,Real Madrid,4.26,3.86,1.77
07 May 2011,Atl. Madrid,Malaga,1.54,4.14,5.78
07 May 2011,Ath Bilbao,Levante,1.49,4.24,6.52
07 May 2011,Getafe,Almeria,1.41,4.57,7.43
07 May 2011,Gijon,Dep. La Coruna,2.16,3.27,3.43
07 May 2011,Hercules,Racing Santander,1.85,3.58,4.17
07 May 2011,Valencia,Real Sociedad,1.37,4.87,7.82
02 May 2011,Espanyol,Ath Bilbao,2.58,3.30,2.68
01 May 2011,Osasuna,Valencia,2.64,3.32,2.63
01 May 2011,Villarreal,Getafe,1.78,3.58,4.55
01 May 2011,Almeria,Sevilla,3.75,3.59,1.94
01 May 2011,Levante,Gijon,2.24,2.96,3.59
01 May 2011,Malaga,Hercules,1.64,3.90,5.16
01 May 2011,Racing Santander,Mallorca,2.03,3.39,3.63
30 Apr 2011,Dep. La Coruna,Atl. Madrid,3.64,3.50,1.99
30 Apr 2011,Real Sociedad,Barcelona,7.66,4.67,1.40
30 Apr 2011,Real Madrid,Zaragoza,1.27,5.62,11.29
25 Apr 2011,Zaragoza,Almeria,1.70,3.71,4.87
24 Apr 2011,Sevilla,Villarreal,1.76,3.76,4.36
24 Apr 2011,Atl. Madrid,Levante,1.51,4.13,6.26
24 Apr 2011,Gijon,Espanyol,1.97,3.39,3.89
24 Apr 2011,Hercules,Dep. La Coruna,2.00,3.36,3.76
24 Apr 2011,Mallorca,Getafe,1.98,3.37,3.85
24 Apr 2011,Racing Santander,Malaga,2.50,3.26,2.81
23 Apr 2011,Ath Bilbao,Real Sociedad,1.58,3.91,5.75
23 Apr 2011,Barcelona,Osasuna,1.21,6.36,13.33
23 Apr 2011,Valencia,Real Madrid,2.46,3.40,2.78
18 Apr 2011,Villarreal,Zaragoza,1.67,3.68,5.25
17 Apr 2011,Espanyol,Atl. Madrid,3.25,3.42,2.17
17 Apr 2011,Osasuna,Ath Bilbao,2.31,3.30,3.07
17 Apr 2011,Dep. La Coruna,Racing Santander,2.09,3.22,3.66
17 Apr 2011,Levante,Hercules,2.11,3.32,3.47
17 Apr 2011,Real Sociedad,Gijon,2.46,3.20,2.91
16 Apr 2011,Real Madrid,Barcelona,2.84,3.43,2.43
16 Apr 2011,Almeria,Valencia,3.80,3.64,1.92
16 Apr 2011,Getafe,Sevilla,2.65,3.40,2.56
16 Apr 2011,Malaga,Mallorca,1.92,3.55,3.86
11 Apr 2011,Zaragoza,Getafe,2.08,3.33,3.53
10 Apr 2011,Valencia,Villarreal,1.99,3.44,3.69
10 Apr 2011,Atl. Madrid,Real Sociedad,1.43,4.58,6.86
10 Apr 2011,Gijon,Osasuna,2.35,3.15,3.12
10 Apr 2011,Hercules,Espanyol,1.98,3.44,3.70
10 Apr 2011,Malaga,Dep. La Coruna,1.86,3.46,4.23
10 Apr 2011,Racing Santander,Levante,2.01,3.32,3.78
09 Apr 2011,Mallorca,Sevilla,2.69,3.29,2.61
09 Apr 2011,Barcelona,Almeria,1.08,10.93,23.30
09 Apr 2011,Ath Bilbao,Real Madrid,3.89,3.50,1.94
04 Apr 2011,Almeria,Ath Bilbao,2.66,3.36,2.57
03 Apr 2011,Osasuna,Atl. Madrid,2.32,3.31,3.05
03 Apr 2011,Sevilla,Zaragoza,1.53,4.00,6.15
03 Apr 2011,Dep. La Coruna,Mallorca,2.44,3.12,3.02
03 Apr 2011,Espanyol,Racing Santander,1.94,3.36,3.97
03 Apr 2011,Levante,Malaga,2.37,3.28,2.97
03 Apr 2011,Real Sociedad,Hercules,1.99,3.28,3.92
02 Apr 2011,Villarreal,Barcelona,5.02,3.87,1.66
02 Apr 2011,Getafe,Valencia,2.90,3.34,2.40
02 Apr 2011,Real Madrid,Gijon,1.19,6.78,14.47
20 Mar 2011,Valencia,Sevilla,1.91,3.47,3.97
20 Mar 2011,Ath Bilbao,Villarreal,2.00,3.46,3.64
20 Mar 2011,Dep. La Coruna,Levante,2.27,3.17,3.28
20 Mar 2011,Gijon,Almeria,1.82,3.51,4.41
