Date,HomeTeam,AwayTeam,HomeBet,DrawBet,AwayBet
20 May 2018,Barcelona,Real Sociedad,1.30,6.48,8.30
20 May 2018,Atl. Madrid,Eibar,1.44,4.39,8.18
20 May 2018,Ath Bilbao,Espanyol,1.91,3.67,3.95
20 May 2018,Valencia,Dep. La Coruna,1.27,6.15,10.24
19 May 2018,Villarreal,Real Madrid,4.51,4.95,1.62
19 May 2018,Las Palmas,Girona,3.33,3.82,2.08
19 May 2018,Malaga,Getafe,3.23,3.49,2.23
19 May 2018,Sevilla,Alaves,1.30,6.06,9.00
19 May 2018,Leganes,Betis,2.29,3.62,3.00
19 May 2018,Celta Vigo,Levante,1.60,4.50,5.10
13 May 2018,Levante,Barcelona,7.62,5.50,1.37
13 May 2018,Espanyol,Malaga,1.61,3.85,6.12
12 May 2018,Real Madrid,Celta Vigo,1.25,6.91,10.68
12 May 2018,Alaves,Ath Bilbao,2.85,3.26,2.60
12 May 2018,Betis,Sevilla,2.96,3.64,2.32
12 May 2018,Dep. La Coruna,Villarreal,4.56,4.20,1.71
12 May 2018,Eibar,Las Palmas,1.39,4.90,8.35
12 May 2018,Getafe,Atl. Madrid,3.72,3.06,2.24
12 May 2018,Girona,Valencia,2.11,3.63,3.40
12 May 2018,Real Sociedad,Leganes,1.39,4.79,8.74
09 May 2018,Sevilla,Real Madrid,2.08,4.07,3.13
09 May 2018,Barcelona,Villarreal,1.35,5.52,8.27
07 May 2018,Leganes,Levante,2.20,3.25,3.54
06 May 2018,Barcelona,Real Madrid,1.74,4.49,4.07
06 May 2018,Las Palmas,Getafe,2.59,3.28,2.83
06 May 2018,Atl. Madrid,Espanyol,1.55,3.73,7.61
06 May 2018,Malaga,Alaves,2.21,3.27,3.53
05 May 2018,Villarreal,Valencia,2.38,3.51,2.96
05 May 2018,Celta Vigo,Dep. La Coruna,1.78,3.91,4.43
05 May 2018,Ath Bilbao,Betis,2.11,3.52,3.48
05 May 2018,Girona,Eibar,2.11,3.34,3.67
04 May 2018,Sevilla,Real Sociedad,2.14,3.60,3.35
30 Apr 2018,Betis,Malaga,1.45,4.52,7.52
29 Apr 2018,Dep. La Coruna,Barcelona,13.51,7.25,1.21
29 Apr 2018,Valencia,Eibar,1.52,4.19,6.87
29 Apr 2018,Alaves,Atl. Madrid,3.67,3.26,2.15
29 Apr 2018,Getafe,Girona,1.94,3.25,4.56
28 Apr 2018,Villarreal,Celta Vigo,1.69,3.94,5.10
28 Apr 2018,Real Madrid,Leganes,1.46,4.64,7.32
28 Apr 2018,Real Sociedad,Ath Bilbao,1.87,3.65,4.29
28 Apr 2018,Espanyol,Las Palmas,1.41,4.59,8.62
27 Apr 2018,Levante,Sevilla,4.07,3.85,1.86
23 Apr 2018,Ath Bilbao,Levante,1.70,3.73,5.39
22 Apr 2018,Atl. Madrid,Betis,1.57,3.88,6.66
22 Apr 2018,Las Palmas,Alaves,3.10,3.36,2.36
22 Apr 2018,Malaga,Real Sociedad,4.30,3.43,1.94
22 Apr 2018,Girona,Espanyol,2.13,3.15,3.93
21 Apr 2018,Celta Vigo,Valencia,2.53,3.56,2.73
21 Apr 2018,Eibar,Getafe,2.20,2.99,3.87
20 Apr 2018,Leganes,Dep. La Coruna,2.39,3.25,3.17
19 Apr 2018,Betis,Las Palmas,1.36,5.36,8.25
19 Apr 2018,Levante,Malaga,1.94,3.35,4.39
19 Apr 2018,Alaves,Girona,1.97,3.34,4.18
19 Apr 2018,Real Sociedad,Atl. Madrid,2.98,3.28,2.47
18 Apr 2018,Real Madrid,Ath Bilbao,1.17,8.20,14.89
18 Apr 2018,Espanyol,Eibar,1.99,3.21,4.38
18 Apr 2018,Valencia,Getafe,1.64,3.81,5.86
17 Apr 2018,Villarreal,Leganes,1.55,3.91,7.01
17 Apr 2018,Celta Vigo,Barcelona,3.53,3.80,2.00
17 Apr 2018,Dep. La Coruna,Sevilla,2.26,3.64,3.07
15 Apr 2018,Malaga,Real Madrid,8.58,5.29,1.36
15 Apr 2018,Getafe,Espanyol,2.11,3.11,4.03
15 Apr 2018,Atl. Madrid,Levante,1.27,5.52,14.07
15 Apr 2018,Eibar,Alaves,1.93,3.31,4.48
14 Apr 2018,Ath Bilbao,Dep. La Coruna,1.62,4.07,5.61
14 Apr 2018,Las Palmas,Real Sociedad,4.06,3.83,1.86
14 Apr 2018,Leganes,Celta Vigo,3.15,3.13,2.47
14 Apr 2018,Barcelona,Valencia,1.30,5.87,9.82
14 Apr 2018,Sevilla,Villarreal,1.71,4.02,4.78
13 Apr 2018,Girona,Betis,2.12,3.48,3.54
09 Apr 2018,Villarreal,Ath Bilbao,1.92,3.39,4.45
08 Apr 2018,Valencia,Espanyol,1.44,4.44,8.06
08 Apr 2018,Real Sociedad,Girona,2.02,3.50,3.85
08 Apr 2018,Real Madrid,Atl. Madrid,1.75,3.87,4.75
08 Apr 2018,Levante,Las Palmas,1.80,3.77,4.51
07 Apr 2018,Barcelona,Leganes,1.11,9.31,27.50
07 Apr 2018,Betis,Eibar,2.26,3.51,3.19
07 Apr 2018,Celta Vigo,Sevilla,2.23,3.58,3.18
07 Apr 2018,Alaves,Getafe,2.50,3.06,3.21
06 Apr 2018,Dep. La Coruna,Malaga,2.02,3.30,4.09
02 Apr 2018,Getafe,Betis,2.25,3.27,3.43
01 Apr 2018,Atl. Madrid,Dep. La Coruna,1.34,5.02,10.14
01 Apr 2018,Eibar,Real Sociedad,2.29,3.39,3.22
01 Apr 2018,Malaga,Villarreal,4.38,3.38,1.93
01 Apr 2018,Leganes,Valencia,3.77,3.30,2.11
01 Apr 2018,Espanyol,Alaves,1.93,3.25,4.56
31 Mar 2018,Sevilla,Barcelona,4.50,3.96,1.76
31 Mar 2018,Las Palmas,Real Madrid,9.02,6.15,1.30
31 Mar 2018,Ath Bilbao,Celta Vigo,2.24,3.31,3.42
31 Mar 2018,Girona,Levante,1.64,3.81,5.93
18 Mar 2018,Real Madrid,Girona,1.16,8.79,15.75
18 Mar 2018,Celta Vigo,Malaga,1.55,4.04,6.69
18 Mar 2018,Villarreal,Atl. Madrid,3.71,3.31,2.12
18 Mar 2018,Barcelona,Ath Bilbao,1.16,8.04,18.96
18 Mar 2018,Leganes,Sevilla,3.83,3.37,2.06
17 Mar 2018,Betis,Espanyol,2.29,3.28,3.33
17 Mar 2018,Real Sociedad,Getafe,1.74,3.68,5.10
17 Mar 2018,Valencia,Alaves,1.46,4.45,7.61
17 Mar 2018,Dep. La Coruna,Las Palmas,1.71,3.84,5.01
16 Mar 2018,Levante,Eibar,3.31,3.24,2.31
12 Mar 2018,Alaves,Betis,2.20,3.41,3.38
11 Mar 2018,Ath Bilbao,Leganes,1.85,3.21,5.24
11 Mar 2018,Las Palmas,Villarreal,3.44,3.54,2.13
11 Mar 2018,Atl. Madrid,Celta Vigo,1.33,5.11,10.65
11 Mar 2018,Espanyol,Real Sociedad,2.95,3.21,2.56
10 Mar 2018,Malaga,Barcelona,9.73,4.92,1.36
10 Mar 2018,Getafe,Levante,1.66,3.72,5.83
10 Mar 2018,Sevilla,Valencia,2.03,3.64,3.66
10 Mar 2018,Eibar,Real Madrid,6.49,4.85,1.47
09 Mar 2018,Girona,Dep. La Coruna,1.65,3.92,5.48
05 Mar 2018,Celta Vigo,Las Palmas,1.37,5.13,8.76
04 Mar 2018,Valencia,Betis,1.51,4.67,6.18
